"arc_length","retention_mu","retention_c"
0.0008925,2.22038e+23,2.22038e+23
0.000901,2.22915e+23,2.22915e+23
0.0009095,2.23802e+23,2.23802e+23
0.000918,2.24699e+23,2.24699e+23
0.0009265,2.25605e+23,2.25605e+23
0.000935,2.26521e+23,2.26521e+23
0.0009435,2.27447e+23,2.27447e+23
0.000952,2.28383e+23,2.28383e+23
0.0009605,2.29329e+23,2.29329e+23
0.000969,2.30286e+23,2.30286e+23
0.0009775,2.31253e+23,2.31253e+23
0.000986,2.3223e+23,2.3223e+23
0.0009945,2.33218e+23,2.33218e+23
0.001003,2.34216e+23,2.34216e+23
0.0010115,2.35226e+23,2.35226e+23
0.00102,2.36247e+23,2.36247e+23
0.0010285,2.37279e+23,2.37278e+23
0.001037,2.38322e+23,2.38322e+23
0.0010455,2.39376e+23,2.39376e+23
0.001054,2.40443e+23,2.40443e+23
0.0010625,2.41521e+23,2.41521e+23
0.001071,2.4261e+23,2.4261e+23
0.0010795,2.43712e+23,2.43712e+23
0.001088,2.44827e+23,2.44826e+23
0.0010965,2.45953e+23,2.45953e+23
0.001105,2.47092e+23,2.47092e+23
0.0011135,2.48244e+23,2.48244e+23
0.001122,2.49408e+23,2.49408e+23
0.0011305,2.50586e+23,2.50586e+23
0.001139,2.51776e+23,2.51776e+23
0.0011475,2.5298e+23,2.5298e+23
0.001156,2.54197e+23,2.54197e+23
0.0011645,2.55428e+23,2.55428e+23
0.001173,2.56673e+23,2.56673e+23
0.0011815,2.57932e+23,2.57932e+23
0.00119,2.59205e+23,2.59205e+23
0.0011985,2.60493e+23,2.60493e+23
0.001207,2.61795e+23,2.61795e+23
0.0012155,2.63111e+23,2.63111e+23
0.001224,2.64443e+23,2.64443e+23
0.0012325,2.65789e+23,2.65789e+23
0.001241,2.67151e+23,2.67151e+23
0.0012495,2.68529e+23,2.68529e+23
0.001258,2.69922e+23,2.69922e+23
0.0012665,2.71331e+23,2.71331e+23
0.001275,2.72756e+23,2.72756e+23
0.0012835,2.74198e+23,2.74198e+23
0.001292,2.75656e+23,2.75656e+23
0.0013005,2.7713e+23,2.7713e+23
0.001309,2.78622e+23,2.78622e+23
0.0013175,2.80131e+23,2.80131e+23
0.001326,2.81657e+23,2.81657e+23
0.0013345,2.83201e+23,2.83201e+23
0.001343,2.84762e+23,2.84762e+23
0.0013515,2.86342e+23,2.86342e+23
0.00136,2.8794e+23,2.8794e+23
0.0013685,2.89557e+23,2.89557e+23
0.001377,2.91192e+23,2.91192e+23
0.0013855,2.92847e+23,2.92847e+23
0.001394,2.9452e+23,2.9452e+23
0.0014025,2.96214e+23,2.96214e+23
0.001411,2.97927e+23,2.97927e+23
0.0014195,2.9966e+23,2.9966e+23
0.001428,3.01413e+23,3.01413e+23
0.0014365,3.03187e+23,3.03187e+23
0.001445,3.04982e+23,3.04982e+23
0.0014535,3.06798e+23,3.06798e+23
0.001462,3.08636e+23,3.08635e+23
0.0014705,3.10495e+23,3.10495e+23
0.001479,3.12376e+23,3.12376e+23
0.0014875,3.14279e+23,3.14279e+23
0.001496,3.16205e+23,3.16205e+23
0.0015045,3.18154e+23,3.18154e+23
0.001513,3.20126e+23,3.20126e+23
0.0015215,3.22122e+23,3.22122e+23
0.00153,3.24141e+23,3.24141e+23
0.0015385,3.26185e+23,3.26185e+23
0.001547,3.28252e+23,3.28252e+23
0.0015555,3.30345e+23,3.30345e+23
0.001564,3.32463e+23,3.32463e+23
0.0015725,3.34606e+23,3.34606e+23
0.001581,3.36775e+23,3.36775e+23
0.0015895,3.38971e+23,3.38971e+23
0.001598,3.41192e+23,3.41192e+23
0.0016065,3.43441e+23,3.43441e+23
0.001615,3.45717e+23,3.45717e+23
0.0016235,3.4802e+23,3.4802e+23
0.001632,3.50352e+23,3.50352e+23
0.0016405,3.52711e+23,3.52711e+23
0.001649,3.551e+23,3.551e+23
0.0016575,3.57517e+23,3.57517e+23
0.001666,3.59965e+23,3.59965e+23
0.0016745,3.62442e+23,3.62442e+23
0.001683,3.64949e+23,3.64949e+23
0.0016915,3.67487e+23,3.67487e+23
0.0017,3.70056e+23,3.70056e+23
0.0017085,3.72657e+23,3.72657e+23
0.001717,3.7529e+23,3.7529e+23
0.0017255,3.77956e+23,3.77956e+23
0.001734,3.80654e+23,3.80654e+23
0.0017425,3.83386e+23,3.83386e+23
0.001751,3.86151e+23,3.86151e+23
0.0017595,3.88951e+23,3.88951e+23
0.001768,3.91786e+23,3.91786e+23
0.0017765,3.94656e+23,3.94655e+23
0.001785,3.97561e+23,3.97561e+23
0.0017935,4.00503e+23,4.00503e+23
0.001802,4.03482e+23,4.03482e+23
0.0018105,4.06498e+23,4.06498e+23
0.001819,4.09551e+23,4.09551e+23
0.0018275,4.12644e+23,4.12643e+23
0.001836,4.15774e+23,4.15774e+23
0.0018445,4.18945e+23,4.18945e+23
0.001853,4.22155e+23,4.22155e+23
0.0018615,4.25406e+23,4.25406e+23
0.00187,4.28698e+23,4.28698e+23
0.0018785,4.32031e+23,4.32031e+23
0.001887,4.35407e+23,4.35407e+23
0.0018955,4.38826e+23,4.38826e+23
0.001904,4.42288e+23,4.42288e+23
0.0019125,4.45794e+23,4.45794e+23
0.001921,4.49345e+23,4.49345e+23
0.0019295,4.52941e+23,4.52941e+23
0.001938,4.56583e+23,4.56583e+23
0.0019465,4.60272e+23,4.60272e+23
0.001955,4.64008e+23,4.64008e+23
0.0019635,4.67792e+23,4.67792e+23
0.001972,4.71624e+23,4.71624e+23
0.0019805,4.75506e+23,4.75506e+23
0.001989,4.79438e+23,4.79438e+23
0.0019975,4.83421e+23,4.83421e+23
0.002006,4.87456e+23,4.87455e+23
0.0020145,4.91542e+23,4.91542e+23
0.002023,4.95681e+23,4.95681e+23
0.0020315,4.99875e+23,4.99874e+23
0.00204,5.04122e+23,5.04122e+23
0.0020485,5.08425e+23,5.08425e+23
0.002057,5.12784e+23,5.12784e+23
0.0020655,5.172e+23,5.172e+23
0.002074,5.21674e+23,5.21674e+23
0.0020825,5.26206e+23,5.26206e+23
0.002091,5.30797e+23,5.30797e+23
0.0020995,5.35449e+23,5.35449e+23
0.002108,5.40162e+23,5.40162e+23
0.0021165,5.44937e+23,5.44937e+23
0.002125,5.49775e+23,5.49775e+23
0.0021335,5.54677e+23,5.54677e+23
0.002142,5.59643e+23,5.59643e+23
0.0021505,5.64676e+23,5.64676e+23
0.002159,5.69775e+23,5.69775e+23
0.0021675,5.74941e+23,5.74941e+23
0.002176,5.80176e+23,5.80176e+23
0.0021845,5.85481e+23,5.85481e+23
0.002193,5.90857e+23,5.90856e+23
0.0022015,5.96304e+23,5.96304e+23
0.00221,6.01823e+23,6.01823e+23
0.0022185,6.07417e+23,6.07417e+23
0.002227,6.13086e+23,6.13086e+23
0.0022355,6.18831e+23,6.1883e+23
0.002244,6.24652e+23,6.24652e+23
0.0022525,6.30552e+23,6.30552e+23
0.002261,6.36532e+23,6.36532e+23
0.0022695,6.42592e+23,6.42592e+23
0.002278,6.48733e+23,6.48733e+23
0.0022865,6.54958e+23,6.54958e+23
0.002295,6.61267e+23,6.61267e+23
0.0023035,6.67662e+23,6.67662e+23
0.002312,6.74143e+23,6.74143e+23
0.0023205,6.80712e+23,6.80712e+23
0.002329,6.87371e+23,6.87371e+23
0.0023375,6.9412e+23,6.9412e+23
0.002346,7.00961e+23,7.00961e+23
0.0023545,7.07896e+23,7.07896e+23
0.002363,7.14925e+23,7.14925e+23
0.0023715,7.22051e+23,7.22051e+23
0.00238,7.29274e+23,7.29274e+23
0.0023885,7.36596e+23,7.36596e+23
0.002397,7.44019e+23,7.44019e+23
0.0024055,7.51544e+23,7.51544e+23
0.002414,7.59173e+23,7.59173e+23
0.0024225,7.66907e+23,7.66906e+23
0.002431,7.74747e+23,7.74747e+23
0.0024395,7.82695e+23,7.82695e+23
0.002448,7.90754e+23,7.90754e+23
0.0024565,7.98925e+23,7.98925e+23
0.002465,8.07208e+23,8.07208e+23
0.0024735,8.15607e+23,8.15607e+23
0.002482,8.24122e+23,8.24122e+23
0.0024905,8.32756e+23,8.32756e+23
0.002499,8.41511e+23,8.4151e+23
0.0025075,8.50387e+23,8.50387e+23
0.002516,8.59387e+23,8.59387e+23
0.0025245,8.68513e+23,8.68513e+23
0.002533,8.77767e+23,8.77767e+23
0.0025415,8.8715e+23,8.8715e+23
0.00255,8.96665e+23,8.96665e+23
0.0025585,9.06313e+23,9.06313e+23
0.002567,9.16098e+23,9.16098e+23
0.0025755,9.26019e+23,9.26019e+23
0.002584,9.36081e+23,9.36081e+23
0.0025925,9.46284e+23,9.46284e+23
0.002601,9.56632e+23,9.56632e+23
0.0026095,9.67125e+23,9.67125e+23
0.002618,9.77768e+23,9.77767e+23
0.0026265,9.8856e+23,9.8856e+23
0.002635,9.99506e+23,9.99506e+23
0.0026435,1.01061e+24,1.01061e+24
0.002652,1.02187e+24,1.02187e+24
0.0026605,1.03328e+24,1.03328e+24
0.002669,1.04487e+24,1.04487e+24
0.0026775,1.05661e+24,1.05661e+24
0.002686,1.06853e+24,1.06853e+24
0.0026945,1.08061e+24,1.08061e+24
0.002703,1.09286e+24,1.09286e+24
0.0027115,1.1053e+24,1.1053e+24
0.00272,1.11791e+24,1.11791e+24
0.0027285,1.1307e+24,1.1307e+24
0.002737,1.14367e+24,1.14367e+24
0.0027455,1.15683e+24,1.15683e+24
0.002754,1.17018e+24,1.17018e+24
0.0027625,1.18372e+24,1.18372e+24
0.002771,1.19745e+24,1.19745e+24
0.0027795,1.21138e+24,1.21138e+24
0.002788,1.22552e+24,1.22552e+24
0.0027965,1.23985e+24,1.23985e+24
0.002805,1.2544e+24,1.2544e+24
0.0028135,1.26915e+24,1.26915e+24
0.002822,1.28412e+24,1.28412e+24
0.0028305,1.2993e+24,1.2993e+24
0.002839,1.3147e+24,1.3147e+24
0.0028475,1.33033e+24,1.33033e+24
0.002856,1.34618e+24,1.34618e+24
0.0028645,1.36227e+24,1.36227e+24
0.002873,1.37858e+24,1.37858e+24
0.0028815,1.39514e+24,1.39514e+24
0.00289,1.41193e+24,1.41193e+24
0.0028985,1.42897e+24,1.42897e+24
0.002907,1.44625e+24,1.44625e+24
0.0029155,1.46379e+24,1.46379e+24
0.002924,1.48158e+24,1.48158e+24
0.0029325,1.49963e+24,1.49963e+24
0.002941,1.51795e+24,1.51795e+24
0.0029495,1.53653e+24,1.53653e+24
0.002958,1.55538e+24,1.55538e+24
0.0029665,1.57451e+24,1.57451e+24
0.002975,1.59392e+24,1.59392e+24
0.0029835,1.61361e+24,1.61361e+24
0.002992,1.63359e+24,1.63359e+24
0.0030005,1.65386e+24,1.65386e+24
0.003009,1.67442e+24,1.67442e+24
0.0030175,1.69529e+24,1.69529e+24
0.003026,1.71647e+24,1.71647e+24
0.0030345,1.73795e+24,1.73795e+24
0.003043,1.75975e+24,1.75975e+24
0.0030515,1.78187e+24,1.78187e+24
0.00306,1.80431e+24,1.80431e+24
0.0030685,1.82708e+24,1.82708e+24
0.003077,1.85018e+24,1.85018e+24
0.0030855,1.87362e+24,1.87362e+24
0.003094,1.89741e+24,1.89741e+24
0.0031025,1.92155e+24,1.92155e+24
0.003111,1.94604e+24,1.94604e+24
0.0031195,1.97088e+24,1.97088e+24
0.003128,1.9961e+24,1.9961e+24
0.0031365,2.02168e+24,2.02168e+24
0.003145,2.04764e+24,2.04764e+24
0.0031535,2.07397e+24,2.07397e+24
0.003162,2.1007e+24,2.1007e+24
0.0031705,2.12781e+24,2.12781e+24
0.003179,2.15532e+24,2.15532e+24
0.0031875,2.18324e+24,2.18324e+24
0.003196,2.21156e+24,2.21156e+24
0.0032045,2.2403e+24,2.2403e+24
0.003213,2.26946e+24,2.26946e+24
0.0032215,2.29905e+24,2.29905e+24
0.00323,2.32907e+24,2.32907e+24
0.0032385,2.35952e+24,2.35952e+24
0.003247,2.39042e+24,2.39042e+24
0.0032555,2.42178e+24,2.42178e+24
0.003264,2.45359e+24,2.45359e+24
0.0032725,2.48587e+24,2.48587e+24
0.003281,2.51861e+24,2.51861e+24
0.0032895,2.55183e+24,2.55183e+24
0.003298,2.58554e+24,2.58554e+24
0.0033065,2.61974e+24,2.61974e+24
0.003315,2.65443e+24,2.65443e+24
0.0033235,2.68963e+24,2.68963e+24
0.003332,2.72534e+24,2.72534e+24
0.0033405,2.76157e+24,2.76157e+24
0.003349,2.79832e+24,2.79832e+24
0.0033575,2.8356e+24,2.8356e+24
0.003366,2.87342e+24,2.87342e+24
0.0033745,2.91179e+24,2.91179e+24
0.003383,2.95071e+24,2.95071e+24
0.0033915,2.99019e+24,2.99019e+24
0.0034,3.03024e+24,3.03024e+24
0.0034085,3.07087e+24,3.07087e+24
0.003417,3.11208e+24,3.11208e+24
0.0034255,3.15388e+24,3.15388e+24
0.003434,3.19627e+24,3.19627e+24
0.0034425,3.23928e+24,3.23928e+24
0.003451,3.28289e+24,3.28289e+24
0.0034595,3.32713e+24,3.32713e+24
0.003468,3.37199e+24,3.37199e+24
0.0034765,3.41749e+24,3.41749e+24
0.003485,3.46364e+24,3.46364e+24
0.0034935,3.51044e+24,3.51044e+24
0.003502,3.5579e+24,3.5579e+24
0.0035105,3.60602e+24,3.60602e+24
0.003519,3.65482e+24,3.65482e+24
0.0035275,3.70431e+24,3.70431e+24
0.003536,3.75449e+24,3.75449e+24
0.0035445,3.80537e+24,3.80537e+24
0.003553,3.85695e+24,3.85695e+24
0.0035615,3.90926e+24,3.90926e+24
0.00357,3.96228e+24,3.96228e+24
0.0035785,4.01604e+24,4.01604e+24
0.003587,4.07054e+24,4.07054e+24
0.0035955,4.12579e+24,4.12579e+24
0.003604,4.1818e+24,4.1818e+24
0.0036125,4.23857e+24,4.23857e+24
0.003621,4.29611e+24,4.29611e+24
0.0036295,4.35443e+24,4.35443e+24
0.003638,4.41354e+24,4.41354e+24
0.0036465,4.47345e+24,4.47345e+24
0.003655,4.53417e+24,4.53417e+24
0.0036635,4.59569e+24,4.59569e+24
0.003672,4.65804e+24,4.65804e+24
0.0036805,4.72121e+24,4.72121e+24
0.003689,4.78523e+24,4.78523e+24
0.0036975,4.85008e+24,4.85008e+24
0.003706,4.91579e+24,4.91579e+24
0.0037145,4.98235e+24,4.98235e+24
0.003723,5.04979e+24,5.04979e+24
0.0037315,5.11809e+24,5.11809e+24
0.00374,5.18728e+24,5.18728e+24
0.0037485,5.25736e+24,5.25736e+24
0.003757,5.32833e+24,5.32833e+24
0.0037655,5.40021e+24,5.40021e+24
0.003774,5.47299e+24,5.47299e+24
0.0037825,5.54669e+24,5.54669e+24
0.003791,5.62132e+24,5.62132e+24
0.0037995,5.69687e+24,5.69687e+24
0.003808,5.77336e+24,5.77336e+24
0.0038165,5.85079e+24,5.85079e+24
0.003825,5.92917e+24,5.92917e+24
0.0038335,6.0085e+24,6.0085e+24
0.003842,6.08879e+24,6.08879e+24
0.0038505,6.17004e+24,6.17004e+24
0.003859,6.25227e+24,6.25227e+24
0.0038675,6.33547e+24,6.33547e+24
0.003876,6.41965e+24,6.41965e+24
0.0038845,6.50481e+24,6.50481e+24
0.003893,6.59097e+24,6.59097e+24
0.0039015,6.67811e+24,6.67811e+24
0.00391,6.76625e+24,6.76625e+24
0.0039185,6.85539e+24,6.85539e+24
0.003927,6.94553e+24,6.94554e+24
0.0039355,7.03668e+24,7.03668e+24
0.003944,7.12883e+24,7.12884e+24
0.0039525,7.22201e+24,7.22201e+24
0.003961,7.31618e+24,7.31618e+24
0.0039695,7.41138e+24,7.41138e+24
0.003978,7.50759e+24,7.50759e+24
0.0039865,7.60481e+24,7.60481e+24
0.003995,7.70306e+24,7.70306e+24
0.0040035,7.80231e+24,7.80231e+24
0.004012,7.9026e+24,7.9026e+24
0.0040205,8.00388e+24,8.00388e+24
0.004029,8.10619e+24,8.10619e+24
0.0040375,8.20952e+24,8.20952e+24
0.004046,8.31385e+24,8.31385e+24
0.0040545,8.4192e+24,8.4192e+24
0.004063,8.52555e+24,8.52555e+24
0.0040715,8.6329e+24,8.6329e+24
0.00408,8.74126e+24,8.74126e+24
0.0040885,8.85061e+24,8.85061e+24
0.004097,8.96095e+24,8.96095e+24
0.0041055,9.07228e+24,9.07229e+24
0.004114,9.18459e+24,9.18459e+24
0.0041225,9.29788e+24,9.29788e+24
0.004131,9.41212e+24,9.41213e+24
0.0041395,9.52734e+24,9.52734e+24
0.004148,9.64351e+24,9.64351e+24
0.0041565,9.76062e+24,9.76062e+24
0.004165,9.87867e+24,9.87867e+24
0.0041735,9.99764e+24,9.99764e+24
0.004182,1.01175e+25,1.01175e+25
0.0041905,1.02383e+25,1.02383e+25
0.004199,1.036e+25,1.036e+25
0.0042075,1.04826e+25,1.04826e+25
0.004216,1.06061e+25,1.06061e+25
0.0042245,1.07304e+25,1.07304e+25
0.004233,1.08555e+25,1.08555e+25
0.0042415,1.09815e+25,1.09815e+25
0.00425,1.11083e+25,1.11083e+25
0.0042585,1.12359e+25,1.12359e+25
0.004267,1.13643e+25,1.13643e+25
0.0042755,1.14935e+25,1.14935e+25
0.004284,1.16234e+25,1.16234e+25
0.0042925,1.1754e+25,1.1754e+25
0.004301,1.18854e+25,1.18854e+25
0.0043095,1.20175e+25,1.20175e+25
0.004318,1.21502e+25,1.21502e+25
0.0043265,1.22836e+25,1.22836e+25
0.004335,1.24177e+25,1.24177e+25
0.0043435,1.25524e+25,1.25524e+25
0.004352,1.26876e+25,1.26876e+25
0.0043605,1.28235e+25,1.28235e+25
0.004369,1.29599e+25,1.29599e+25
0.0043775,1.30968e+25,1.30968e+25
0.004386,1.32342e+25,1.32342e+25
0.0043945,1.33722e+25,1.33722e+25
0.004403,1.35105e+25,1.35105e+25
0.0044115,1.36494e+25,1.36494e+25
0.00442,1.37886e+25,1.37886e+25
0.0044285,1.39282e+25,1.39282e+25
0.004437,1.40681e+25,1.40682e+25
0.0044455,1.42084e+25,1.42084e+25
0.004454,1.4349e+25,1.4349e+25
0.0044625,1.44899e+25,1.44899e+25
0.004471,1.4631e+25,1.4631e+25
0.0044795,1.47724e+25,1.47724e+25
0.004488,1.49139e+25,1.49139e+25
0.0044965,1.50556e+25,1.50556e+25
0.004505,1.51974e+25,1.51974e+25
0.0045135,1.53393e+25,1.53393e+25
0.004522,1.54813e+25,1.54813e+25
0.0045305,1.56233e+25,1.56233e+25
0.004539,1.57654e+25,1.57654e+25
0.0045475,1.59074e+25,1.59074e+25
0.004556,1.60493e+25,1.60494e+25
0.0045645,1.61912e+25,1.61912e+25
0.004573,1.6333e+25,1.6333e+25
0.0045815,1.64746e+25,1.64746e+25
0.00459,1.66161e+25,1.66161e+25
0.0045985,1.67573e+25,1.67573e+25
0.004607,1.68983e+25,1.68983e+25
0.0046155,1.70391e+25,1.70391e+25
0.004624,1.71795e+25,1.71795e+25
0.0046325,1.73196e+25,1.73196e+25
0.004641,1.74593e+25,1.74593e+25
0.0046495,1.75986e+25,1.75986e+25
0.004658,1.77375e+25,1.77375e+25
0.0046665,1.7876e+25,1.7876e+25
0.004675,1.80139e+25,1.80139e+25
0.0046835,1.81513e+25,1.81513e+25
0.004692,1.82881e+25,1.82881e+25
0.0047005,1.84244e+25,1.84244e+25
0.004709,1.856e+25,1.856e+25
0.0047175,1.8695e+25,1.8695e+25
0.004726,1.88293e+25,1.88293e+25
0.0047345,1.89629e+25,1.89629e+25
0.004743,1.90958e+25,1.90958e+25
0.0047515,1.92278e+25,1.92278e+25
0.00476,1.93591e+25,1.93591e+25
0.0047685,1.94895e+25,1.94895e+25
0.004777,1.96191e+25,1.96191e+25
0.0047855,1.97478e+25,1.97478e+25
0.004794,1.98755e+25,1.98755e+25
0.0048025,2.00023e+25,2.00023e+25
0.004811,2.01281e+25,2.01281e+25
0.0048195,2.02529e+25,2.02529e+25
0.004828,2.03767e+25,2.03767e+25
0.0048365,2.04994e+25,2.04994e+25
0.004845,2.0621e+25,2.0621e+25
0.0048535,2.07415e+25,2.07415e+25
0.004862,2.08608e+25,2.08608e+25
0.0048705,2.0979e+25,2.0979e+25
0.004879,2.10959e+25,2.10959e+25
0.0048875,2.12117e+25,2.12117e+25
0.004896,2.13261e+25,2.13261e+25
0.0049045,2.14393e+25,2.14393e+25
0.004913,2.15512e+25,2.15512e+25
0.0049215,2.16617e+25,2.16617e+25
0.00493,2.17709e+25,2.17709e+25
0.0049385,2.18787e+25,2.18787e+25
0.004947,2.19851e+25,2.19851e+25
0.0049555,2.209e+25,2.209e+25
0.004964,2.21935e+25,2.21935e+25
0.0049725,2.22955e+25,2.22955e+25
0.004981,2.23959e+25,2.23959e+25
0.0049895,2.24949e+25,2.24949e+25
0.004998,2.25922e+25,2.25922e+25
0.0050065,2.26879e+25,2.2688e+25
0.005015,2.27821e+25,2.27821e+25
0.0050235,2.28745e+25,2.28745e+25
0.005032,2.29653e+25,2.29653e+25
0.0050405,2.30544e+25,2.30544e+25
0.005049,2.31417e+25,2.31417e+25
0.0050575,2.32272e+25,2.32272e+25
0.005066,2.3311e+25,2.3311e+25
0.0050745,2.33929e+25,2.33929e+25
0.005083,2.34729e+25,2.34729e+25
0.0050915,2.3551e+25,2.3551e+25
0.0051,2.36271e+25,2.36271e+25
0.0051085,2.37013e+25,2.37013e+25
0.005117,2.37734e+25,2.37734e+25
0.0051255,2.38435e+25,2.38435e+25
0.005134,2.39114e+25,2.39114e+25
0.0051425,2.39772e+25,2.39772e+25
0.005151,2.40407e+25,2.40407e+25
0.0051595,2.4102e+25,2.4102e+25
0.005168,2.41609e+25,2.41609e+25
0.0051765,2.42174e+25,2.42174e+25
0.005185,2.42714e+25,2.42714e+25
0.0051935,2.43229e+25,2.43229e+25
0.005202,2.43718e+25,2.43718e+25
0.0052105,2.44179e+25,2.44179e+25
0.005219,2.44612e+25,2.44613e+25
0.0052275,2.45017e+25,2.45017e+25
0.005236,2.45391e+25,2.45391e+25
0.0052445,2.45734e+25,2.45734e+25
0.005253,2.46044e+25,2.46044e+25
0.0052615,2.4632e+25,2.4632e+25
0.00527,2.4656e+25,2.4656e+25
0.0052785,2.46763e+25,2.46763e+25
0.005287,2.46927e+25,2.46927e+25
0.0052955,2.47049e+25,2.47049e+25
0.005304,2.47128e+25,2.47128e+25
0.0053125,2.4716e+25,2.4716e+25
0.005321,2.47143e+25,2.47144e+25
0.0053295,2.47075e+25,2.47075e+25
0.005338,2.4695e+25,2.46951e+25
0.0053465,2.46767e+25,2.46767e+25
0.005355,2.46519e+25,2.46519e+25
0.0053635,2.46203e+25,2.46203e+25
0.005372,2.45812e+25,2.45812e+25
0.0053805,2.45341e+25,2.45341e+25
0.005389,2.44783e+25,2.44783e+25
0.0053975,2.4413e+25,2.4413e+25
0.005406,2.43373e+25,2.43373e+25
0.0054145,2.42501e+25,2.42501e+25
0.005423,2.41504e+25,2.41504e+25
0.0054315,2.40368e+25,2.40368e+25
0.00544,2.39078e+25,2.39078e+25
0.0054485,2.37617e+25,2.37617e+25
0.005457,2.35964e+25,2.35964e+25
0.0054655,2.34097e+25,2.34098e+25
0.005474,2.3199e+25,2.31991e+25
0.0054825,2.29612e+25,2.29612e+25
0.005491,2.26927e+25,2.26928e+25
0.0054995,2.23896e+25,2.23896e+25
0.005508,2.20471e+25,2.20472e+25
