"arc_length","retention_mu","retention_c"
0.005814,3.03425e+25,3.12156e+25
0.0058225,3.03376e+25,3.12258e+25
0.005831,3.03304e+25,3.12357e+25
0.0058395,3.03206e+25,3.12452e+25
0.005848,3.03079e+25,3.12545e+25
0.0058565,3.02918e+25,3.12634e+25
0.005865,3.02717e+25,3.12721e+25
0.0058735,3.02471e+25,3.12805e+25
0.005882,3.02169e+25,3.12887e+25
0.0058905,3.01801e+25,3.12965e+25
0.005899,3.0135e+25,3.13042e+25
0.0059075,3.00796e+25,3.13116e+25
0.005916,3.00109e+25,3.13187e+25
0.0059245,2.99248e+25,3.13256e+25
0.005933,2.98149e+25,3.13323e+25
0.0059415,2.96714e+25,3.13388e+25
0.00595,2.94783e+25,3.13451e+25
0.0059585,2.92071e+25,3.13511e+25
0.005967,2.8802e+25,3.1357e+25
0.0059755,2.81376e+25,3.13627e+25
0.005984,2.68594e+25,3.13681e+25
0.0059925,2.34273e+25,3.13734e+25
0.006001,2.08184e+23,1.17043e+23
0.0060095,2.07593e+23,1.17017e+23
0.006018,2.06998e+23,1.16991e+23
0.0060265,2.06398e+23,1.16965e+23
0.006035,2.05795e+23,1.16939e+23
0.0060435,2.05188e+23,1.16913e+23
0.006052,2.04577e+23,1.16886e+23
0.0060605,2.03961e+23,1.16859e+23
0.006069,2.03342e+23,1.16832e+23
0.0060775,2.02718e+23,1.16805e+23
0.006086,2.02091e+23,1.16778e+23
0.0060945,2.01459e+23,1.16751e+23
0.006103,2.00823e+23,1.16723e+23
0.0061115,2.00182e+23,1.16695e+23
0.00612,1.99538e+23,1.16667e+23
0.0061285,1.98889e+23,1.16639e+23
0.006137,1.98235e+23,1.1661e+23
0.0061455,1.97578e+23,1.16582e+23
0.006154,1.96915e+23,1.16553e+23
0.0061625,1.96249e+23,1.16524e+23
0.006171,1.95578e+23,1.16495e+23
0.0061795,1.94902e+23,1.16466e+23
0.006188,1.94221e+23,1.16436e+23
0.0061965,1.93537e+23,1.16406e+23
0.006205,1.92847e+23,1.16376e+23
0.0062135,1.92153e+23,1.16346e+23
0.006222,1.91454e+23,1.16316e+23
0.0062305,1.9075e+23,1.16285e+23
0.006239,1.90041e+23,1.16254e+23
0.0062475,1.89328e+23,1.16223e+23
0.006256,1.88609e+23,1.16192e+23
0.0062645,1.87886e+23,1.16161e+23
0.006273,1.87158e+23,1.16129e+23
0.0062815,1.86425e+23,1.16097e+23
0.00629,1.85686e+23,1.16065e+23
0.0062985,1.84943e+23,1.16033e+23
0.006307,1.84194e+23,1.16e+23
0.0063155,1.8344e+23,1.15968e+23
0.006324,1.82682e+23,1.15935e+23
0.0063325,1.81917e+23,1.15902e+23
0.006341,1.81148e+23,1.15868e+23
0.0063495,1.80373e+23,1.15834e+23
0.006358,1.79592e+23,1.158e+23
0.0063665,1.78807e+23,1.15766e+23
0.006375,1.78015e+23,1.15732e+23
0.0063835,1.77219e+23,1.15697e+23
0.006392,1.76416e+23,1.15663e+23
0.0064005,1.75608e+23,1.15627e+23
0.006409,1.74795e+23,1.15592e+23
0.0064175,1.73975e+23,1.15556e+23
0.006426,1.7315e+23,1.15521e+23
0.0064345,1.72319e+23,1.15484e+23
0.006443,1.71482e+23,1.15448e+23
0.0064515,1.70639e+23,1.15412e+23
0.00646,1.69791e+23,1.15375e+23
0.0064685,1.68936e+23,1.15338e+23
0.006477,1.68075e+23,1.153e+23
0.0064855,1.67208e+23,1.15262e+23
0.006494,1.66335e+23,1.15224e+23
0.0065025,1.65456e+23,1.15186e+23
0.006511,1.6457e+23,1.15148e+23
0.0065195,1.63678e+23,1.15109e+23
0.006528,1.6278e+23,1.1507e+23
0.0065365,1.61875e+23,1.15031e+23
0.006545,1.60963e+23,1.14991e+23
0.0065535,1.60046e+23,1.14951e+23
0.006562,1.59121e+23,1.14911e+23
0.0065705,1.5819e+23,1.14871e+23
0.006579,1.57252e+23,1.1483e+23
0.0065875,1.56307e+23,1.14789e+23
0.006596,1.55356e+23,1.14747e+23
0.0066045,1.54397e+23,1.14706e+23
0.006613,1.53432e+23,1.14664e+23
0.0066215,1.5246e+23,1.14622e+23
0.00663,1.5148e+23,1.14579e+23
0.0066385,1.50494e+23,1.14536e+23
0.006647,1.495e+23,1.14493e+23
0.0066555,1.48499e+23,1.1445e+23
0.006664,1.4749e+23,1.14406e+23
0.0066725,1.46474e+23,1.14362e+23
0.006681,1.45451e+23,1.14317e+23
0.0066895,1.4442e+23,1.14272e+23
0.006698,1.43382e+23,1.14227e+23
0.0067065,1.42336e+23,1.14182e+23
0.006715,1.41282e+23,1.14136e+23
0.0067235,1.4022e+23,1.1409e+23
0.006732,1.39151e+23,1.14043e+23
0.0067405,1.38074e+23,1.13997e+23
0.006749,1.36988e+23,1.13949e+23
0.0067575,1.35895e+23,1.13902e+23
0.006766,1.34793e+23,1.13854e+23
0.0067745,1.33683e+23,1.13806e+23
0.006783,1.32565e+23,1.13757e+23
0.0067915,1.31439e+23,1.13708e+23
0.0068,1.30304e+23,1.13659e+23
0.0068085,1.2916e+23,1.13609e+23
0.006817,1.28008e+23,1.13559e+23
0.0068255,1.26848e+23,1.13509e+23
0.006834,1.25678e+23,1.13458e+23
0.0068425,1.245e+23,1.13407e+23
0.006851,1.23313e+23,1.13355e+23
0.0068595,1.22117e+23,1.13303e+23
0.006868,1.20912e+23,1.13251e+23
0.0068765,1.19697e+23,1.13198e+23
0.006885,1.18474e+23,1.13145e+23
0.0068935,1.17241e+23,1.13091e+23
0.006902,1.15998e+23,1.13038e+23
0.0069105,1.14747e+23,1.12983e+23
0.006919,1.13485e+23,1.12928e+23
0.0069275,1.12214e+23,1.12873e+23
0.006936,1.10934e+23,1.12817e+23
0.0069445,1.09643e+23,1.12761e+23
0.006953,1.08343e+23,1.12705e+23
0.0069615,1.07032e+23,1.12648e+23
0.00697,1.05711e+23,1.12591e+23
0.0069785,1.04381e+23,1.12533e+23
0.006987,1.0304e+23,1.12475e+23
0.0069955,1.01688e+23,1.12416e+23
0.007004,1.51458e+26,1.021e+25
0.0070125,1.52236e+26,1.02781e+25
0.007021,1.53016e+26,1.03465e+25
0.0070295,1.53798e+26,1.04152e+25
0.007038,1.54582e+26,1.04844e+25
0.0070465,1.55367e+26,1.05539e+25
0.007055,1.56154e+26,1.06238e+25
0.0070635,1.56943e+26,1.06941e+25
0.007072,1.57734e+26,1.07647e+25
0.0070805,1.58526e+26,1.08357e+25
0.007089,1.59319e+26,1.09071e+25
0.0070975,1.60114e+26,1.09788e+25
0.007106,1.60911e+26,1.10509e+25
0.0071145,1.61709e+26,1.11234e+25
0.007123,1.62508e+26,1.11962e+25
0.0071315,1.63308e+26,1.12693e+25
0.00714,1.6411e+26,1.13429e+25
0.0071485,1.64913e+26,1.14167e+25
0.007157,1.65717e+26,1.14909e+25
0.0071655,1.66522e+26,1.15655e+25
0.007174,1.67327e+26,1.16404e+25
0.0071825,1.68134e+26,1.17156e+25
0.007191,1.68942e+26,1.17912e+25
0.0071995,1.6975e+26,1.18671e+25
0.007208,1.70559e+26,1.19433e+25
0.0072165,1.71369e+26,1.20198e+25
0.007225,1.72179e+26,1.20967e+25
0.0072335,1.72989e+26,1.21738e+25
0.007242,1.738e+26,1.22513e+25
0.0072505,1.74611e+26,1.23291e+25
0.007259,1.75423e+26,1.24072e+25
0.0072675,1.76235e+26,1.24855e+25
0.007276,1.77046e+26,1.25642e+25
0.0072845,1.77858e+26,1.26431e+25
0.007293,1.7867e+26,1.27223e+25
0.0073015,1.79481e+26,1.28018e+25
0.00731,1.80293e+26,1.28815e+25
0.0073185,1.81104e+26,1.29615e+25
0.007327,1.81914e+26,1.30418e+25
0.0073355,1.82724e+26,1.31223e+25
0.007344,1.83533e+26,1.3203e+25
0.0073525,1.84342e+26,1.32839e+25
0.007361,1.8515e+26,1.33651e+25
0.0073695,1.85957e+26,1.34465e+25
0.007378,1.86763e+26,1.35281e+25
0.0073865,1.87567e+26,1.36099e+25
0.007395,1.88371e+26,1.36919e+25
0.0074035,1.89173e+26,1.3774e+25
0.007412,1.89974e+26,1.38564e+25
0.0074205,1.90774e+26,1.39388e+25
0.007429,1.91572e+26,1.40215e+25
0.0074375,1.92368e+26,1.41043e+25
0.007446,1.93162e+26,1.41872e+25
0.0074545,1.93955e+26,1.42702e+25
0.007463,1.94745e+26,1.43534e+25
0.0074715,1.95533e+26,1.44366e+25
0.00748,1.96319e+26,1.45199e+25
0.0074885,1.97103e+26,1.46033e+25
0.007497,1.97884e+26,1.46868e+25
0.0075055,1.98662e+26,1.47703e+25
0.007514,1.99438e+26,1.48539e+25
0.0075225,2.00211e+26,1.49375e+25
0.007531,2.00981e+26,1.50211e+25
0.0075395,2.01748e+26,1.51047e+25
0.007548,2.02511e+26,1.51883e+25
0.0075565,2.03272e+26,1.52719e+25
0.007565,2.04028e+26,1.53555e+25
0.0075735,2.04782e+26,1.5439e+25
0.007582,2.05531e+26,1.55224e+25
0.0075905,2.06277e+26,1.56058e+25
0.007599,2.07019e+26,1.5689e+25
0.0076075,2.07757e+26,1.57722e+25
0.007616,2.0849e+26,1.58552e+25
0.0076245,2.09219e+26,1.59381e+25
0.007633,2.09944e+26,1.60208e+25
0.0076415,2.10664e+26,1.61033e+25
0.00765,2.1138e+26,1.61857e+25
0.0076585,2.1209e+26,1.62678e+25
0.007667,2.12796e+26,1.63498e+25
0.0076755,2.13497e+26,1.64315e+25
0.007684,2.14192e+26,1.65129e+25
0.0076925,2.14882e+26,1.65941e+25
0.007701,2.15567e+26,1.6675e+25
0.0077095,2.16246e+26,1.67556e+25
0.007718,2.1692e+26,1.68358e+25
0.0077265,2.17587e+26,1.69157e+25
0.007735,2.18249e+26,1.69953e+25
0.0077435,2.18905e+26,1.70745e+25
0.007752,2.19554e+26,1.71533e+25
0.0077605,2.20197e+26,1.72316e+25
0.007769,2.20834e+26,1.73096e+25
0.0077775,2.21465e+26,1.73871e+25
0.007786,2.22089e+26,1.74642e+25
0.0077945,2.22706e+26,1.75407e+25
0.007803,2.23317e+26,1.76168e+25
0.0078115,2.23921e+26,1.76924e+25
0.00782,2.24518e+26,1.77674e+25
0.0078285,2.25108e+26,1.78419e+25
0.007837,2.25691e+26,1.79159e+25
0.0078455,2.26267e+26,1.79893e+25
0.007854,2.26835e+26,1.80621e+25
0.0078625,2.27397e+26,1.81343e+25
0.007871,2.27951e+26,1.82058e+25
0.0078795,2.28498e+26,1.82768e+25
0.007888,2.29038e+26,1.83471e+25
0.0078965,2.29571e+26,1.84168e+25
0.007905,2.30096e+26,1.84858e+25
0.0079135,2.30614e+26,1.85542e+25
0.007922,2.31125e+26,1.86219e+25
0.0079305,2.31628e+26,1.86889e+25
0.007939,2.32125e+26,1.87552e+25
0.0079475,2.32614e+26,1.88208e+25
0.007956,2.33097e+26,1.88857e+25
0.0079645,2.33572e+26,1.895e+25
0.007973,2.34041e+26,1.90136e+25
0.0079815,2.34503e+26,1.90764e+25
0.00799,2.34959e+26,1.91386e+25
0.0079985,2.35409e+26,1.92001e+25
0.008007,2.35852e+26,1.9261e+25
0.0080155,2.36289e+26,1.93212e+25
0.008024,2.36721e+26,1.93807e+25
0.0080325,2.37148e+26,1.94397e+25
0.008041,2.3757e+26,1.9498e+25
0.0080495,2.37986e+26,1.95558e+25
0.008058,2.38399e+26,1.9613e+25
0.0080665,2.38808e+26,1.96697e+25
0.008075,2.39213e+26,1.97259e+25
0.0080835,2.39616e+26,1.97817e+25
0.008092,2.40016e+26,1.98371e+25
0.0081005,2.40414e+26,1.98921e+25
0.008109,2.40811e+26,1.99469e+25
0.0081175,2.41207e+26,2.00014e+25
0.008126,2.41603e+26,2.00557e+25
0.0081345,2.42e+26,2.01099e+25
0.008143,2.42399e+26,2.01641e+25
0.0081515,2.42801e+26,2.02183e+25
0.00816,2.43206e+26,2.02727e+25
0.0081685,2.43615e+26,2.03274e+25
0.008177,2.4403e+26,2.03823e+25
0.0081855,2.44452e+26,2.04378e+25
0.008194,2.44882e+26,2.04938e+25
0.0082025,2.4532e+26,2.05505e+25
0.008211,2.4577e+26,2.06081e+25
0.0082195,2.46231e+26,2.06667e+25
0.008228,2.46706e+26,2.07265e+25
0.0082365,2.47196e+26,2.07876e+25
0.008245,2.47703e+26,2.08502e+25
0.0082535,2.48228e+26,2.09145e+25
0.008262,2.48774e+26,2.09808e+25
0.0082705,2.49343e+26,2.10492e+25
0.008279,2.49937e+26,2.112e+25
0.0082875,2.50558e+26,2.11935e+25
0.008296,2.51208e+26,2.12698e+25
0.0083045,2.5189e+26,2.13494e+25
0.008313,2.52606e+26,2.14324e+25
0.0083215,2.5336e+26,2.15193e+25
0.00833,2.54154e+26,2.16104e+25
0.0083385,2.54991e+26,2.17059e+25
0.008347,2.55874e+26,2.18064e+25
0.0083555,2.56807e+26,2.19122e+25
0.008364,2.57793e+26,2.20236e+25
0.0083725,2.58835e+26,2.21413e+25
0.008381,2.59938e+26,2.22657e+25
0.0083895,2.61105e+26,2.23971e+25
0.008398,2.6234e+26,2.25363e+25
0.0084065,2.63647e+26,2.26836e+25
0.008415,2.6503e+26,2.28399e+25
0.0084235,2.66495e+26,2.30055e+25
0.008432,2.68045e+26,2.31812e+25
0.0084405,2.69685e+26,2.33677e+25
0.008449,2.7142e+26,2.35656e+25
0.0084575,2.73255e+26,2.37758e+25
0.008466,2.75195e+26,2.39989e+25
0.0084745,2.77245e+26,2.42359e+25
0.008483,2.79409e+26,2.44876e+25
0.0084915,2.81694e+26,2.47549e+25
0.0085,2.84104e+26,2.50387e+25
