"arc_length","solute_mu","solute_c"
0,1.22363e+23,1.22363e+23
8.5e-06,1.22358e+23,1.22363e+23
1.7e-05,1.22353e+23,1.22363e+23
2.55e-05,1.22347e+23,1.22363e+23
3.4e-05,1.22342e+23,1.22362e+23
4.25e-05,1.22336e+23,1.22362e+23
5.1e-05,1.22331e+23,1.22362e+23
5.95e-05,1.22325e+23,1.22362e+23
6.8e-05,1.2232e+23,1.22362e+23
7.65e-05,1.22314e+23,1.22361e+23
8.5e-05,1.22309e+23,1.22361e+23
9.35e-05,1.22303e+23,1.22361e+23
0.000102,1.22298e+23,1.22361e+23
0.0001105,1.22292e+23,1.2236e+23
0.000119,1.22286e+23,1.2236e+23
0.0001275,1.22281e+23,1.2236e+23
0.000136,1.22275e+23,1.2236e+23
0.0001445,1.22269e+23,1.22359e+23
0.000153,1.22264e+23,1.22359e+23
0.0001615,1.22258e+23,1.22359e+23
0.00017,1.22252e+23,1.22359e+23
0.0001785,1.22246e+23,1.22358e+23
0.000187,1.22241e+23,1.22358e+23
0.0001955,1.22235e+23,1.22358e+23
0.000204,1.22229e+23,1.22358e+23
0.0002125,1.22223e+23,1.22357e+23
0.000221,1.22217e+23,1.22357e+23
0.0002295,1.22211e+23,1.22357e+23
0.000238,1.22205e+23,1.22356e+23
0.0002465,1.22199e+23,1.22356e+23
0.000255,1.22193e+23,1.22356e+23
0.0002635,1.22187e+23,1.22356e+23
0.000272,1.22181e+23,1.22355e+23
0.0002805,1.22175e+23,1.22355e+23
0.000289,1.22169e+23,1.22355e+23
0.0002975,1.22163e+23,1.22355e+23
0.000306,1.22157e+23,1.22354e+23
0.0003145,1.22151e+23,1.22354e+23
0.000323,1.22145e+23,1.22354e+23
0.0003315,1.22138e+23,1.22354e+23
0.00034,1.22132e+23,1.22353e+23
0.0003485,1.22126e+23,1.22353e+23
0.000357,1.2212e+23,1.22353e+23
0.0003655,1.22113e+23,1.22352e+23
0.000374,1.22107e+23,1.22352e+23
0.0003825,1.22101e+23,1.22352e+23
0.000391,1.22094e+23,1.22352e+23
0.0003995,1.22088e+23,1.22351e+23
0.000408,1.22082e+23,1.22351e+23
0.0004165,1.22075e+23,1.22351e+23
0.000425,1.22069e+23,1.22351e+23
0.0004335,1.22062e+23,1.2235e+23
0.000442,1.22056e+23,1.2235e+23
0.0004505,1.22049e+23,1.2235e+23
0.000459,1.22043e+23,1.22349e+23
0.0004675,1.22036e+23,1.22349e+23
0.000476,1.22029e+23,1.22349e+23
0.0004845,1.22023e+23,1.22349e+23
0.000493,1.22016e+23,1.22348e+23
0.0005015,1.22009e+23,1.22348e+23
0.00051,1.22003e+23,1.22348e+23
0.0005185,1.21996e+23,1.22347e+23
0.000527,1.21989e+23,1.22347e+23
0.0005355,1.21982e+23,1.22347e+23
0.000544,1.21976e+23,1.22346e+23
0.0005525,1.21969e+23,1.22346e+23
0.000561,1.21962e+23,1.22346e+23
0.0005695,1.21955e+23,1.22346e+23
0.000578,1.21948e+23,1.22345e+23
0.0005865,1.21941e+23,1.22345e+23
0.000595,1.21934e+23,1.22345e+23
0.0006035,1.21927e+23,1.22344e+23
0.000612,1.2192e+23,1.22344e+23
0.0006205,1.21913e+23,1.22344e+23
0.000629,1.21906e+23,1.22343e+23
0.0006375,1.21899e+23,1.22343e+23
0.000646,1.21891e+23,1.22343e+23
0.0006545,1.21884e+23,1.22342e+23
0.000663,1.21877e+23,1.22342e+23
0.0006715,1.2187e+23,1.22342e+23
0.00068,1.21862e+23,1.22342e+23
0.0006885,1.21855e+23,1.22341e+23
0.000697,1.21848e+23,1.22341e+23
0.0007055,1.2184e+23,1.22341e+23
0.000714,1.21833e+23,1.2234e+23
0.0007225,1.21825e+23,1.2234e+23
0.000731,1.21818e+23,1.2234e+23
0.0007395,1.2181e+23,1.22339e+23
0.000748,1.21803e+23,1.22339e+23
0.0007565,1.21795e+23,1.22339e+23
0.000765,1.21788e+23,1.22338e+23
0.0007735,1.2178e+23,1.22338e+23
0.000782,1.21772e+23,1.22338e+23
0.0007905,1.21765e+23,1.22337e+23
0.000799,1.21757e+23,1.22337e+23
0.0008075,1.21749e+23,1.22337e+23
0.000816,1.21741e+23,1.22336e+23
0.0008245,1.21734e+23,1.22336e+23
0.000833,1.21726e+23,1.22336e+23
0.0008415,1.21718e+23,1.22335e+23
0.00085,1.2171e+23,1.22335e+23
0.0008585,1.21702e+23,1.22335e+23
0.000867,1.21694e+23,1.22334e+23
0.0008755,1.21686e+23,1.22334e+23
0.000884,1.21678e+23,1.22333e+23
0.0008925,1.2167e+23,1.22333e+23
0.000901,1.21662e+23,1.22333e+23
0.0009095,1.21653e+23,1.22332e+23
0.000918,1.21645e+23,1.22332e+23
0.0009265,1.21637e+23,1.22332e+23
0.000935,1.21629e+23,1.22331e+23
0.0009435,1.2162e+23,1.22331e+23
0.000952,1.21612e+23,1.22331e+23
0.0009605,1.21604e+23,1.2233e+23
0.000969,1.21595e+23,1.2233e+23
0.0009775,1.21587e+23,1.22329e+23
0.000986,1.21578e+23,1.22329e+23
0.0009945,1.2157e+23,1.22329e+23
0.001003,1.21561e+23,1.22328e+23
0.0010115,1.21552e+23,1.22328e+23
0.00102,1.21544e+23,1.22328e+23
0.0010285,1.21535e+23,1.22327e+23
0.001037,1.21526e+23,1.22327e+23
0.0010455,1.21518e+23,1.22326e+23
0.001054,1.21509e+23,1.22326e+23
0.0010625,1.215e+23,1.22326e+23
0.001071,1.21491e+23,1.22325e+23
0.0010795,1.21482e+23,1.22325e+23
0.001088,1.21473e+23,1.22325e+23
0.0010965,1.21464e+23,1.22324e+23
0.001105,1.21455e+23,1.22324e+23
0.0011135,1.21446e+23,1.22323e+23
0.001122,1.21437e+23,1.22323e+23
0.0011305,1.21428e+23,1.22323e+23
0.001139,1.21418e+23,1.22322e+23
0.0011475,1.21409e+23,1.22322e+23
0.001156,1.214e+23,1.22321e+23
0.0011645,1.2139e+23,1.22321e+23
0.001173,1.21381e+23,1.22321e+23
0.0011815,1.21372e+23,1.2232e+23
0.00119,1.21362e+23,1.2232e+23
0.0011985,1.21353e+23,1.22319e+23
0.001207,1.21343e+23,1.22319e+23
0.0012155,1.21333e+23,1.22318e+23
0.001224,1.21324e+23,1.22318e+23
0.0012325,1.21314e+23,1.22318e+23
0.001241,1.21304e+23,1.22317e+23
0.0012495,1.21295e+23,1.22317e+23
0.001258,1.21285e+23,1.22316e+23
0.0012665,1.21275e+23,1.22316e+23
0.001275,1.21265e+23,1.22315e+23
0.0012835,1.21255e+23,1.22315e+23
0.001292,1.21245e+23,1.22315e+23
0.0013005,1.21235e+23,1.22314e+23
0.001309,1.21225e+23,1.22314e+23
0.0013175,1.21215e+23,1.22313e+23
0.001326,1.21204e+23,1.22313e+23
0.0013345,1.21194e+23,1.22312e+23
0.001343,1.21184e+23,1.22312e+23
0.0013515,1.21173e+23,1.22311e+23
0.00136,1.21163e+23,1.22311e+23
0.0013685,1.21153e+23,1.22311e+23
0.001377,1.21142e+23,1.2231e+23
0.0013855,1.21131e+23,1.2231e+23
0.001394,1.21121e+23,1.22309e+23
0.0014025,1.2111e+23,1.22309e+23
0.001411,1.21099e+23,1.22308e+23
0.0014195,1.21089e+23,1.22308e+23
0.001428,1.21078e+23,1.22307e+23
0.0014365,1.21067e+23,1.22307e+23
0.001445,1.21056e+23,1.22306e+23
0.0014535,1.21045e+23,1.22306e+23
0.001462,1.21034e+23,1.22305e+23
0.0014705,1.21023e+23,1.22305e+23
0.001479,1.21012e+23,1.22304e+23
0.0014875,1.21001e+23,1.22304e+23
0.001496,1.20989e+23,1.22303e+23
0.0015045,1.20978e+23,1.22303e+23
0.001513,1.20967e+23,1.22302e+23
0.0015215,1.20955e+23,1.22302e+23
0.00153,1.20944e+23,1.22301e+23
0.0015385,1.20932e+23,1.22301e+23
0.001547,1.20921e+23,1.223e+23
0.0015555,1.20909e+23,1.223e+23
0.001564,1.20897e+23,1.22299e+23
0.0015725,1.20885e+23,1.22299e+23
0.001581,1.20874e+23,1.22298e+23
0.0015895,1.20862e+23,1.22298e+23
0.001598,1.2085e+23,1.22297e+23
0.0016065,1.20838e+23,1.22297e+23
0.001615,1.20826e+23,1.22296e+23
0.0016235,1.20814e+23,1.22296e+23
0.001632,1.20801e+23,1.22295e+23
0.0016405,1.20789e+23,1.22295e+23
0.001649,1.20777e+23,1.22294e+23
0.0016575,1.20764e+23,1.22294e+23
0.001666,1.20752e+23,1.22293e+23
0.0016745,1.20739e+23,1.22292e+23
0.001683,1.20727e+23,1.22292e+23
0.0016915,1.20714e+23,1.22291e+23
0.0017,1.20701e+23,1.22291e+23
0.0017085,1.20689e+23,1.2229e+23
0.001717,1.20676e+23,1.2229e+23
0.0017255,1.20663e+23,1.22289e+23
0.001734,1.2065e+23,1.22289e+23
0.0017425,1.20637e+23,1.22288e+23
0.001751,1.20624e+23,1.22287e+23
0.0017595,1.20611e+23,1.22287e+23
0.001768,1.20597e+23,1.22286e+23
0.0017765,1.20584e+23,1.22286e+23
0.001785,1.20571e+23,1.22285e+23
0.0017935,1.20557e+23,1.22285e+23
0.001802,1.20544e+23,1.22284e+23
0.0018105,1.2053e+23,1.22283e+23
0.001819,1.20516e+23,1.22283e+23
0.0018275,1.20503e+23,1.22282e+23
0.001836,1.20489e+23,1.22282e+23
0.0018445,1.20475e+23,1.22281e+23
0.001853,1.20461e+23,1.2228e+23
0.0018615,1.20447e+23,1.2228e+23
0.00187,1.20433e+23,1.22279e+23
0.0018785,1.20419e+23,1.22278e+23
0.001887,1.20404e+23,1.22278e+23
0.0018955,1.2039e+23,1.22277e+23
0.001904,1.20376e+23,1.22277e+23
0.0019125,1.20361e+23,1.22276e+23
0.001921,1.20347e+23,1.22275e+23
0.0019295,1.20332e+23,1.22275e+23
0.001938,1.20317e+23,1.22274e+23
0.0019465,1.20302e+23,1.22273e+23
0.001955,1.20287e+23,1.22273e+23
0.0019635,1.20272e+23,1.22272e+23
0.001972,1.20257e+23,1.22271e+23
0.0019805,1.20242e+23,1.22271e+23
0.001989,1.20227e+23,1.2227e+23
0.0019975,1.20212e+23,1.22269e+23
0.002006,1.20196e+23,1.22269e+23
0.0020145,1.20181e+23,1.22268e+23
0.002023,1.20165e+23,1.22267e+23
0.0020315,1.20149e+23,1.22267e+23
0.00204,1.20134e+23,1.22266e+23
0.0020485,1.20118e+23,1.22265e+23
0.002057,1.20102e+23,1.22265e+23
0.0020655,1.20086e+23,1.22264e+23
0.002074,1.2007e+23,1.22263e+23
0.0020825,1.20054e+23,1.22263e+23
0.002091,1.20037e+23,1.22262e+23
0.0020995,1.20021e+23,1.22261e+23
0.002108,1.20004e+23,1.2226e+23
0.0021165,1.19988e+23,1.2226e+23
0.002125,1.19971e+23,1.22259e+23
0.0021335,1.19954e+23,1.22258e+23
0.002142,1.19938e+23,1.22257e+23
0.0021505,1.19921e+23,1.22257e+23
0.002159,1.19904e+23,1.22256e+23
0.0021675,1.19886e+23,1.22255e+23
0.002176,1.19869e+23,1.22254e+23
0.0021845,1.19852e+23,1.22254e+23
0.002193,1.19834e+23,1.22253e+23
0.0022015,1.19817e+23,1.22252e+23
0.00221,1.19799e+23,1.22251e+23
0.0022185,1.19781e+23,1.22251e+23
0.002227,1.19764e+23,1.2225e+23
0.0022355,1.19746e+23,1.22249e+23
0.002244,1.19728e+23,1.22248e+23
0.0022525,1.19709e+23,1.22248e+23
0.002261,1.19691e+23,1.22247e+23
0.0022695,1.19673e+23,1.22246e+23
0.002278,1.19654e+23,1.22245e+23
0.0022865,1.19636e+23,1.22244e+23
0.002295,1.19617e+23,1.22243e+23
0.0023035,1.19598e+23,1.22243e+23
0.002312,1.19579e+23,1.22242e+23
0.0023205,1.1956e+23,1.22241e+23
0.002329,1.19541e+23,1.2224e+23
0.0023375,1.19522e+23,1.22239e+23
0.002346,1.19502e+23,1.22238e+23
0.0023545,1.19483e+23,1.22238e+23
0.002363,1.19463e+23,1.22237e+23
0.0023715,1.19443e+23,1.22236e+23
0.00238,1.19423e+23,1.22235e+23
0.0023885,1.19403e+23,1.22234e+23
0.002397,1.19383e+23,1.22233e+23
0.0024055,1.19363e+23,1.22232e+23
0.002414,1.19343e+23,1.22232e+23
0.0024225,1.19322e+23,1.22231e+23
0.002431,1.19302e+23,1.2223e+23
0.0024395,1.19281e+23,1.22229e+23
0.002448,1.1926e+23,1.22228e+23
0.0024565,1.19239e+23,1.22227e+23
0.002465,1.19218e+23,1.22226e+23
0.0024735,1.19197e+23,1.22225e+23
0.002482,1.19175e+23,1.22224e+23
0.0024905,1.19154e+23,1.22223e+23
0.002499,1.19132e+23,1.22222e+23
0.0025075,1.1911e+23,1.22221e+23
0.002516,1.19088e+23,1.2222e+23
0.0025245,1.19066e+23,1.22219e+23
0.002533,1.19044e+23,1.22218e+23
0.0025415,1.19022e+23,1.22217e+23
0.00255,1.18999e+23,1.22216e+23
0.0025585,1.18976e+23,1.22216e+23
0.002567,1.18954e+23,1.22215e+23
0.0025755,1.18931e+23,1.22214e+23
0.002584,1.18908e+23,1.22213e+23
0.0025925,1.18884e+23,1.22211e+23
0.002601,1.18861e+23,1.2221e+23
0.0026095,1.18838e+23,1.22209e+23
0.002618,1.18814e+23,1.22208e+23
0.0026265,1.1879e+23,1.22207e+23
0.002635,1.18766e+23,1.22206e+23
0.0026435,1.18742e+23,1.22205e+23
0.002652,1.18718e+23,1.22204e+23
0.0026605,1.18693e+23,1.22203e+23
0.002669,1.18669e+23,1.22202e+23
0.0026775,1.18644e+23,1.22201e+23
0.002686,1.18619e+23,1.222e+23
0.0026945,1.18594e+23,1.22199e+23
0.002703,1.18569e+23,1.22198e+23
0.0027115,1.18543e+23,1.22197e+23
0.00272,1.18518e+23,1.22195e+23
0.0027285,1.18492e+23,1.22194e+23
0.002737,1.18466e+23,1.22193e+23
0.0027455,1.1844e+23,1.22192e+23
0.002754,1.18414e+23,1.22191e+23
0.0027625,1.18387e+23,1.2219e+23
0.002771,1.18361e+23,1.22189e+23
0.0027795,1.18334e+23,1.22187e+23
0.002788,1.18307e+23,1.22186e+23
0.0027965,1.1828e+23,1.22185e+23
0.002805,1.18252e+23,1.22184e+23
0.0028135,1.18225e+23,1.22183e+23
0.002822,1.18197e+23,1.22181e+23
0.0028305,1.18169e+23,1.2218e+23
0.002839,1.18141e+23,1.22179e+23
0.0028475,1.18113e+23,1.22178e+23
0.002856,1.18084e+23,1.22177e+23
0.0028645,1.18056e+23,1.22175e+23
0.002873,1.18027e+23,1.22174e+23
0.0028815,1.17998e+23,1.22173e+23
0.00289,1.17968e+23,1.22171e+23
0.0028985,1.17939e+23,1.2217e+23
0.002907,1.17909e+23,1.22169e+23
0.0029155,1.17879e+23,1.22168e+23
0.002924,1.17849e+23,1.22166e+23
0.0029325,1.17819e+23,1.22165e+23
0.002941,1.17789e+23,1.22164e+23
0.0029495,1.17758e+23,1.22162e+23
0.002958,1.17727e+23,1.22161e+23
0.0029665,1.17696e+23,1.2216e+23
0.002975,1.17664e+23,1.22158e+23
0.0029835,1.17633e+23,1.22157e+23
0.002992,1.17601e+23,1.22155e+23
0.0030005,1.17569e+23,1.22154e+23
0.003009,1.17537e+23,1.22153e+23
0.0030175,1.17504e+23,1.22151e+23
0.003026,1.17471e+23,1.2215e+23
0.0030345,1.17438e+23,1.22148e+23
0.003043,1.17405e+23,1.22147e+23
0.0030515,1.17372e+23,1.22145e+23
0.00306,1.17338e+23,1.22144e+23
0.0030685,1.17304e+23,1.22143e+23
0.003077,1.1727e+23,1.22141e+23
0.0030855,1.17236e+23,1.2214e+23
0.003094,1.17201e+23,1.22138e+23
0.0031025,1.17166e+23,1.22136e+23
0.003111,1.17131e+23,1.22135e+23
