node	x (m)    	Temp. (K) 	Mobile (at/m3)	Trap 1 (at/m3)  	Trap 2 (at/m3)  	Trap 3 (at/m3)  	Trap 4 (at/m3)  	Trap 5 (at/m3)  
47	3.500000E-05	1.195300E+03	1.142400E+23	4.154700E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
48	4.500000E-05	1.193900E+03	1.142200E+23	4.191200E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
49	5.500000E-05	1.192600E+03	1.142100E+23	4.228100E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
50	6.500000E-05	1.191200E+03	1.141900E+23	4.265400E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
51	7.500000E-05	1.189900E+03	1.141800E+23	4.303100E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
52	8.500000E-05	1.188500E+03	1.141600E+23	4.341100E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
53	9.500000E-05	1.187200E+03	1.141500E+23	4.379600E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
54	1.125000E-04	1.184800E+03	1.141200E+23	4.448000E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
55	1.375000E-04	1.181500E+03	1.140900E+23	4.547900E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
56	1.625000E-04	1.178100E+03	1.140500E+23	4.650600E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
57	1.875000E-04	1.174700E+03	1.140100E+23	4.756200E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
58	3.000000E-04	1.159600E+03	1.138300E+23	5.268800E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
59	5.000000E-04	1.132900E+03	1.134900E+23	6.356500E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
60	7.000000E-04	1.106400E+03	1.131200E+23	7.727500E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
61	9.000000E-04	1.080000E+03	1.127100E+23	9.469900E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
62	1.100000E-03	1.053700E+03	1.122600E+23	1.170300E+23	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
63	1.300000E-03	1.027700E+03	1.117600E+23	1.459200E+23	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
64	1.500000E-03	1.001800E+03	1.111900E+23	1.836300E+23	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
65	1.700000E-03	9.760700E+02	1.105600E+23	2.333300E+23	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
66	1.900000E-03	9.505600E+02	1.098400E+23	2.995000E+23	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
67	2.100000E-03	9.252300E+02	1.090300E+23	3.884800E+23	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
68	2.300000E-03	9.001000E+02	1.081000E+23	5.093800E+23	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
69	2.500000E-03	8.751700E+02	1.070400E+23	6.752900E+23	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
70	2.700000E-03	8.504400E+02	1.058000E+23	9.051700E+23	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
71	2.900000E-03	8.259100E+02	1.043700E+23	1.226400E+24	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
72	3.100000E-03	8.015800E+02	1.026800E+23	1.678200E+24	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
73	3.300000E-03	7.774700E+02	1.006800E+23	2.315700E+24	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
74	3.500000E-03	7.535700E+02	9.829100E+22	3.214000E+24	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
75	3.700000E-03	7.298800E+02	9.541700E+22	4.467500E+24	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
76	3.900000E-03	7.064000E+02	9.192500E+22	6.180800E+24	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
77	4.100000E-03	6.831400E+02	8.764900E+22	8.437900E+24	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
78	4.300000E-03	6.601000E+02	8.237000E+22	1.124700E+25	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
79	4.500000E-03	6.372700E+02	7.580700E+22	1.447200E+25	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
80	4.700000E-03	6.146600E+02	6.759400E+22	1.781200E+25	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
81	4.900000E-03	5.922700E+02	5.724800E+22	2.085700E+25	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
82	5.100000E-03	5.700900E+02	4.413600E+22	2.319300E+25	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
83	5.300000E-03	5.481400E+02	2.749400E+22	2.427300E+25	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
84	5.500000E-03	5.264000E+02	7.074800E+21	2.009800E+25	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
85	5.700000E-03	5.048700E+02	1.328300E+20	2.093200E+24	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
86	5.900000E-03	4.835700E+02	6.353900E+17	2.433100E+22	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
87	6.000000E-03	4.729900E+02	2.211200E+13	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
88	6.000000E-03	4.729800E+02	3.636300E+18	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
89	6.005000E-03	4.727900E+02	3.624500E+18	0.000000E+00	0.000000E+00	1.837500E+14	0.000000E+00	0.000000E+00
90	6.015000E-03	4.724000E+02	3.600700E+18	0.000000E+00	0.000000E+00	1.829500E+14	0.000000E+00	0.000000E+00
91	6.025000E-03	4.720200E+02	3.576700E+18	0.000000E+00	0.000000E+00	1.821500E+14	0.000000E+00	0.000000E+00
92	6.035000E-03	4.716300E+02	3.552600E+18	0.000000E+00	0.000000E+00	1.813300E+14	0.000000E+00	0.000000E+00
93	6.045000E-03	4.712500E+02	3.528300E+18	0.000000E+00	0.000000E+00	1.805000E+14	0.000000E+00	0.000000E+00
94	6.055000E-03	4.708600E+02	3.503900E+18	0.000000E+00	0.000000E+00	1.796600E+14	0.000000E+00	0.000000E+00
95	6.065000E-03	4.704800E+02	3.479200E+18	0.000000E+00	0.000000E+00	1.788000E+14	0.000000E+00	0.000000E+00
96	6.075000E-03	4.700900E+02	3.454400E+18	0.000000E+00	0.000000E+00	1.779300E+14	0.000000E+00	0.000000E+00
97	6.085000E-03	4.697100E+02	3.429500E+18	0.000000E+00	0.000000E+00	1.770500E+14	0.000000E+00	0.000000E+00
98	6.095000E-03	4.693200E+02	3.404400E+18	0.000000E+00	0.000000E+00	1.761600E+14	0.000000E+00	0.000000E+00
99	6.105000E-03	4.689400E+02	3.379100E+18	0.000000E+00	0.000000E+00	1.752500E+14	0.000000E+00	0.000000E+00
100	6.115000E-03	4.685500E+02	3.353600E+18	0.000000E+00	0.000000E+00	1.743300E+14	0.000000E+00	0.000000E+00
101	6.125000E-03	4.681700E+02	3.327900E+18	0.000000E+00	0.000000E+00	1.733900E+14	0.000000E+00	0.000000E+00
102	6.135000E-03	4.677800E+02	3.302100E+18	0.000000E+00	0.000000E+00	1.724400E+14	0.000000E+00	0.000000E+00
103	6.145000E-03	4.674000E+02	3.276100E+18	0.000000E+00	0.000000E+00	1.714800E+14	0.000000E+00	0.000000E+00
104	6.155000E-03	4.670100E+02	3.249900E+18	0.000000E+00	0.000000E+00	1.705000E+14	0.000000E+00	0.000000E+00
105	6.165000E-03	4.666300E+02	3.223600E+18	0.000000E+00	0.000000E+00	1.695100E+14	0.000000E+00	0.000000E+00
106	6.175000E-03	4.662400E+02	3.197000E+18	0.000000E+00	0.000000E+00	1.685000E+14	0.000000E+00	0.000000E+00
107	6.185000E-03	4.658600E+02	3.170300E+18	0.000000E+00	0.000000E+00	1.674800E+14	0.000000E+00	0.000000E+00
108	6.195000E-03	4.654700E+02	3.143300E+18	0.000000E+00	0.000000E+00	1.664500E+14	0.000000E+00	0.000000E+00
109	6.205000E-03	4.650900E+02	3.116200E+18	0.000000E+00	0.000000E+00	1.653900E+14	0.000000E+00	0.000000E+00
110	6.215000E-03	4.647000E+02	3.088900E+18	0.000000E+00	0.000000E+00	1.643300E+14	0.000000E+00	0.000000E+00
111	6.225000E-03	4.643200E+02	3.061400E+18	0.000000E+00	0.000000E+00	1.632500E+14	0.000000E+00	0.000000E+00
112	6.235000E-03	4.639300E+02	3.033700E+18	0.000000E+00	0.000000E+00	1.621500E+14	0.000000E+00	0.000000E+00
113	6.245000E-03	4.635500E+02	3.005800E+18	0.000000E+00	0.000000E+00	1.610300E+14	0.000000E+00	0.000000E+00
114	6.255000E-03	4.631700E+02	2.977700E+18	0.000000E+00	0.000000E+00	1.599000E+14	0.000000E+00	0.000000E+00
115	6.265000E-03	4.627800E+02	2.949400E+18	0.000000E+00	0.000000E+00	1.587600E+14	0.000000E+00	0.000000E+00
116	6.275000E-03	4.624000E+02	2.920900E+18	0.000000E+00	0.000000E+00	1.575900E+14	0.000000E+00	0.000000E+00
117	6.285000E-03	4.620100E+02	2.892200E+18	0.000000E+00	0.000000E+00	1.564100E+14	0.000000E+00	0.000000E+00
118	6.295000E-03	4.616300E+02	2.863300E+18	0.000000E+00	0.000000E+00	1.552100E+14	0.000000E+00	0.000000E+00
119	6.305000E-03	4.612400E+02	2.834200E+18	0.000000E+00	0.000000E+00	1.540000E+14	0.000000E+00	0.000000E+00
120	6.315000E-03	4.608600E+02	2.804800E+18	0.000000E+00	0.000000E+00	1.527700E+14	0.000000E+00	0.000000E+00
121	6.325000E-03	4.604700E+02	2.775300E+18	0.000000E+00	0.000000E+00	1.515200E+14	0.000000E+00	0.000000E+00
122	6.335000E-03	4.600900E+02	2.745500E+18	0.000000E+00	0.000000E+00	1.502500E+14	0.000000E+00	0.000000E+00
123	6.345000E-03	4.597100E+02	2.715500E+18	0.000000E+00	0.000000E+00	1.489600E+14	0.000000E+00	0.000000E+00
124	6.355000E-03	4.593200E+02	2.685300E+18	0.000000E+00	0.000000E+00	1.476600E+14	0.000000E+00	0.000000E+00
125	6.365000E-03	4.589400E+02	2.654900E+18	0.000000E+00	0.000000E+00	1.463300E+14	0.000000E+00	0.000000E+00
126	6.375000E-03	4.585500E+02	2.624200E+18	0.000000E+00	0.000000E+00	1.449900E+14	0.000000E+00	0.000000E+00
127	6.385000E-03	4.581700E+02	2.593400E+18	0.000000E+00	0.000000E+00	1.436300E+14	0.000000E+00	0.000000E+00
128	6.395000E-03	4.577900E+02	2.562300E+18	0.000000E+00	0.000000E+00	1.422400E+14	0.000000E+00	0.000000E+00
129	6.405000E-03	4.574000E+02	2.530900E+18	0.000000E+00	0.000000E+00	1.408400E+14	0.000000E+00	0.000000E+00
130	6.415000E-03	4.570200E+02	2.499300E+18	0.000000E+00	0.000000E+00	1.394200E+14	0.000000E+00	0.000000E+00
131	6.425000E-03	4.566300E+02	2.467500E+18	0.000000E+00	0.000000E+00	1.379800E+14	0.000000E+00	0.000000E+00
132	6.435000E-03	4.562500E+02	2.435500E+18	0.000000E+00	0.000000E+00	1.365100E+14	0.000000E+00	0.000000E+00
133	6.445000E-03	4.558700E+02	2.403200E+18	0.000000E+00	0.000000E+00	1.350300E+14	0.000000E+00	0.000000E+00
134	6.455000E-03	4.554800E+02	2.370600E+18	0.000000E+00	0.000000E+00	1.335200E+14	0.000000E+00	0.000000E+00
135	6.465000E-03	4.551000E+02	2.337800E+18	0.000000E+00	0.000000E+00	1.320000E+14	0.000000E+00	0.000000E+00
136	6.475000E-03	4.547100E+02	2.304800E+18	0.000000E+00	0.000000E+00	1.304500E+14	0.000000E+00	0.000000E+00
137	6.485000E-03	4.543300E+02	2.271500E+18	0.000000E+00	0.000000E+00	1.288800E+14	0.000000E+00	0.000000E+00
138	6.495000E-03	4.539500E+02	2.237900E+18	0.000000E+00	0.000000E+00	1.272800E+14	0.000000E+00	0.000000E+00
139	6.505000E-03	4.535600E+02	2.204100E+18	0.000000E+00	0.000000E+00	1.256700E+14	0.000000E+00	0.000000E+00
140	6.515000E-03	4.531800E+02	2.170100E+18	0.000000E+00	0.000000E+00	1.240300E+14	0.000000E+00	0.000000E+00
141	6.525000E-03	4.527900E+02	2.135700E+18	0.000000E+00	0.000000E+00	1.223600E+14	0.000000E+00	0.000000E+00
142	6.535000E-03	4.524100E+02	2.101100E+18	0.000000E+00	0.000000E+00	1.206800E+14	0.000000E+00	0.000000E+00
143	6.545000E-03	4.520300E+02	2.066200E+18	0.000000E+00	0.000000E+00	1.189700E+14	0.000000E+00	0.000000E+00
144	6.555000E-03	4.516400E+02	2.031100E+18	0.000000E+00	0.000000E+00	1.172300E+14	0.000000E+00	0.000000E+00
145	6.565000E-03	4.512600E+02	1.995700E+18	0.000000E+00	0.000000E+00	1.154700E+14	0.000000E+00	0.000000E+00
146	6.575000E-03	4.508800E+02	1.960000E+18	0.000000E+00	0.000000E+00	1.136900E+14	0.000000E+00	0.000000E+00
147	6.585000E-03	4.504900E+02	1.924000E+18	0.000000E+00	0.000000E+00	1.118800E+14	0.000000E+00	0.000000E+00
148	6.595000E-03	4.501100E+02	1.887700E+18	0.000000E+00	0.000000E+00	1.100400E+14	0.000000E+00	0.000000E+00
149	6.605000E-03	4.497300E+02	1.851200E+18	0.000000E+00	0.000000E+00	1.081800E+14	0.000000E+00	0.000000E+00
150	6.615000E-03	4.493400E+02	1.814300E+18	0.000000E+00	0.000000E+00	1.062900E+14	0.000000E+00	0.000000E+00
151	6.625000E-03	4.489600E+02	1.777200E+18	0.000000E+00	0.000000E+00	1.043700E+14	0.000000E+00	0.000000E+00
152	6.635000E-03	4.485700E+02	1.739800E+18	0.000000E+00	0.000000E+00	1.024300E+14	0.000000E+00	0.000000E+00
153	6.645000E-03	4.481900E+02	1.702000E+18	0.000000E+00	0.000000E+00	1.004600E+14	0.000000E+00	0.000000E+00
154	6.655000E-03	4.478100E+02	1.664000E+18	0.000000E+00	0.000000E+00	9.845800E+13	0.000000E+00	0.000000E+00
155	6.665000E-03	4.474200E+02	1.625600E+18	0.000000E+00	0.000000E+00	9.643000E+13	0.000000E+00	0.000000E+00
156	6.675000E-03	4.470400E+02	1.587000E+18	0.000000E+00	0.000000E+00	9.437400E+13	0.000000E+00	0.000000E+00
157	6.685000E-03	4.466600E+02	1.548000E+18	0.000000E+00	0.000000E+00	9.228700E+13	0.000000E+00	0.000000E+00
158	6.695000E-03	4.462700E+02	1.508700E+18	0.000000E+00	0.000000E+00	9.017200E+13	0.000000E+00	0.000000E+00
159	6.705000E-03	4.458900E+02	1.469100E+18	0.000000E+00	0.000000E+00	8.802600E+13	0.000000E+00	0.000000E+00
160	6.715000E-03	4.455100E+02	1.429100E+18	0.000000E+00	0.000000E+00	8.584900E+13	0.000000E+00	0.000000E+00
161	6.725000E-03	4.451300E+02	1.388900E+18	0.000000E+00	0.000000E+00	8.364100E+13	0.000000E+00	0.000000E+00
162	6.735000E-03	4.447400E+02	1.348300E+18	0.000000E+00	0.000000E+00	8.140200E+13	0.000000E+00	0.000000E+00
163	6.745000E-03	4.443600E+02	1.307300E+18	0.000000E+00	0.000000E+00	7.913000E+13	0.000000E+00	0.000000E+00
164	6.755000E-03	4.439800E+02	1.266000E+18	0.000000E+00	0.000000E+00	7.682700E+13	0.000000E+00	0.000000E+00
165	6.765000E-03	4.435900E+02	1.224400E+18	0.000000E+00	0.000000E+00	7.449000E+13	0.000000E+00	0.000000E+00
166	6.775000E-03	4.432100E+02	1.182400E+18	0.000000E+00	0.000000E+00	7.212000E+13	0.000000E+00	0.000000E+00
167	6.785000E-03	4.428300E+02	1.140100E+18	0.000000E+00	0.000000E+00	6.971600E+13	0.000000E+00	0.000000E+00
168	6.795000E-03	4.424400E+02	1.097400E+18	0.000000E+00	0.000000E+00	6.727700E+13	0.000000E+00	0.000000E+00
169	6.805000E-03	4.420600E+02	1.054300E+18	0.000000E+00	0.000000E+00	6.480400E+13	0.000000E+00	0.000000E+00
170	6.815000E-03	4.416800E+02	1.010900E+18	0.000000E+00	0.000000E+00	6.229500E+13	0.000000E+00	0.000000E+00
171	6.825000E-03	4.412900E+02	9.671200E+17	0.000000E+00	0.000000E+00	5.975000E+13	0.000000E+00	0.000000E+00
172	6.835000E-03	4.409100E+02	9.229600E+17	0.000000E+00	0.000000E+00	5.716900E+13	0.000000E+00	0.000000E+00
173	6.845000E-03	4.405300E+02	8.784200E+17	0.000000E+00	0.000000E+00	5.455100E+13	0.000000E+00	0.000000E+00
174	6.855000E-03	4.401500E+02	8.334900E+17	0.000000E+00	0.000000E+00	5.189500E+13	0.000000E+00	0.000000E+00
175	6.865000E-03	4.397600E+02	7.881800E+17	0.000000E+00	0.000000E+00	4.920100E+13	0.000000E+00	0.000000E+00
176	6.875000E-03	4.393800E+02	7.424700E+17	0.000000E+00	0.000000E+00	4.646800E+13	0.000000E+00	0.000000E+00
177	6.885000E-03	4.390000E+02	6.963600E+17	0.000000E+00	0.000000E+00	4.369600E+13	0.000000E+00	0.000000E+00
178	6.895000E-03	4.386100E+02	6.498500E+17	0.000000E+00	0.000000E+00	4.088400E+13	0.000000E+00	0.000000E+00
179	6.905000E-03	4.382300E+02	6.029400E+17	0.000000E+00	0.000000E+00	3.803100E+13	0.000000E+00	0.000000E+00
180	6.915000E-03	4.378500E+02	5.556100E+17	0.000000E+00	0.000000E+00	3.513800E+13	0.000000E+00	0.000000E+00
181	6.925000E-03	4.374700E+02	5.078600E+17	0.000000E+00	0.000000E+00	3.220200E+13	0.000000E+00	0.000000E+00
182	6.935000E-03	4.370800E+02	4.596900E+17	0.000000E+00	0.000000E+00	2.922400E+13	0.000000E+00	0.000000E+00
183	6.945000E-03	4.367000E+02	4.111000E+17	0.000000E+00	0.000000E+00	2.620400E+13	0.000000E+00	0.000000E+00
184	6.955000E-03	4.363200E+02	3.620700E+17	0.000000E+00	0.000000E+00	2.313900E+13	0.000000E+00	0.000000E+00
185	6.965000E-03	4.359400E+02	3.126000E+17	0.000000E+00	0.000000E+00	2.003100E+13	0.000000E+00	0.000000E+00
186	6.975000E-03	4.355500E+02	2.626900E+17	0.000000E+00	0.000000E+00	1.687700E+13	0.000000E+00	0.000000E+00
187	6.985000E-03	4.351700E+02	2.123300E+17	0.000000E+00	0.000000E+00	1.367800E+13	0.000000E+00	0.000000E+00
188	6.995000E-03	4.347900E+02	1.615100E+17	0.000000E+00	0.000000E+00	1.043200E+13	0.000000E+00	0.000000E+00
189	7.000000E-03	4.346000E+02	1.359300E+17	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
190	7.000000E-03	4.345800E+02	2.577000E+18	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
191	7.007500E-03	4.342800E+02	2.428400E+18	0.000000E+00	0.000000E+00	0.000000E+00	4.086200E+13	2.191100E+20
192	7.022500E-03	4.336600E+02	2.159800E+18	0.000000E+00	0.000000E+00	0.000000E+00	3.645700E+13	1.979500E+20
193	7.037500E-03	4.330400E+02	1.916900E+18	0.000000E+00	0.000000E+00	0.000000E+00	3.245800E+13	1.784600E+20
194	7.052500E-03	4.324300E+02	1.697600E+18	0.000000E+00	0.000000E+00	0.000000E+00	2.883400E+13	1.605500E+20
195	7.067500E-03	4.318100E+02	1.500000E+18	0.000000E+00	0.000000E+00	0.000000E+00	2.555800E+13	1.441200E+20
196	7.082500E-03	4.311900E+02	1.322400E+18	0.000000E+00	0.000000E+00	0.000000E+00	2.260200E+13	1.290700E+20
197	7.097500E-03	4.305800E+02	1.163000E+18	0.000000E+00	0.000000E+00	0.000000E+00	1.994200E+13	1.153300E+20
198	7.112500E-03	4.299600E+02	1.020400E+18	0.000000E+00	0.000000E+00	0.000000E+00	1.755200E+13	1.028100E+20
199	7.127500E-03	4.293500E+02	8.930800E+17	0.000000E+00	0.000000E+00	0.000000E+00	1.541000E+13	9.142800E+19
200	7.142500E-03	4.287300E+02	7.796400E+17	0.000000E+00	0.000000E+00	0.000000E+00	1.349600E+13	8.110100E+19
201	7.157500E-03	4.281100E+02	6.788300E+17	0.000000E+00	0.000000E+00	0.000000E+00	1.178800E+13	7.175600E+19
202	7.172500E-03	4.275000E+02	5.894800E+17	0.000000E+00	0.000000E+00	0.000000E+00	1.026900E+13	6.332100E+19
203	7.187500E-03	4.268800E+02	5.104800E+17	0.000000E+00	0.000000E+00	0.000000E+00	8.921800E+12	5.572700E+19
204	7.202500E-03	4.262700E+02	4.408300E+17	0.000000E+00	0.000000E+00	0.000000E+00	7.729200E+12	4.890800E+19
205	7.217500E-03	4.256500E+02	3.795800E+17	0.000000E+00	0.000000E+00	0.000000E+00	6.676800E+12	4.280100E+19
206	7.232500E-03	4.250300E+02	3.258600E+17	0.000000E+00	0.000000E+00	0.000000E+00	5.750600E+12	3.734700E+19
207	7.247500E-03	4.244200E+02	2.789000E+17	0.000000E+00	0.000000E+00	0.000000E+00	4.937800E+12	3.249000E+19
208	7.262500E-03	4.238000E+02	2.379600E+17	0.000000E+00	0.000000E+00	0.000000E+00	4.226700E+12	2.817800E+19
209	7.277500E-03	4.231900E+02	2.023700E+17	0.000000E+00	0.000000E+00	0.000000E+00	3.606300E+12	2.436000E+19
