node	x (m)    	Temp. (K) 	Mobile (at/m3)	Trap 1 (at/m3)  	Trap 2 (at/m3)  	Trap 3 (at/m3)  	Trap 4 (at/m3)  	Trap 5 (at/m3)  
242	7.772500E-03	4.028600E+02	2.268700E+23	0.000000E+00	0.000000E+00	0.000000E+00	4.528100E+18	4.613300E+25
243	7.787500E-03	4.022400E+02	2.176600E+23	0.000000E+00	0.000000E+00	0.000000E+00	4.360000E+18	4.511700E+25
244	7.802500E-03	4.016300E+02	2.085700E+23	0.000000E+00	0.000000E+00	0.000000E+00	4.193100E+18	4.407300E+25
245	7.817500E-03	4.010100E+02	1.996100E+23	0.000000E+00	0.000000E+00	0.000000E+00	4.027700E+18	4.300400E+25
246	7.832500E-03	4.004000E+02	1.908000E+23	0.000000E+00	0.000000E+00	0.000000E+00	3.863800E+18	4.191000E+25
247	7.847500E-03	3.997800E+02	1.821300E+23	0.000000E+00	0.000000E+00	0.000000E+00	3.701800E+18	4.079300E+25
248	7.862500E-03	3.991700E+02	1.736100E+23	0.000000E+00	0.000000E+00	0.000000E+00	3.541700E+18	3.965400E+25
249	7.877500E-03	3.985500E+02	1.652600E+23	0.000000E+00	0.000000E+00	0.000000E+00	3.383700E+18	3.849500E+25
250	7.892500E-03	3.979300E+02	1.570700E+23	0.000000E+00	0.000000E+00	0.000000E+00	3.228000E+18	3.731700E+25
251	7.907500E-03	3.973200E+02	1.490600E+23	0.000000E+00	0.000000E+00	0.000000E+00	3.074800E+18	3.612200E+25
252	7.922500E-03	3.967000E+02	1.412400E+23	0.000000E+00	0.000000E+00	0.000000E+00	2.924200E+18	3.491300E+25
253	7.937500E-03	3.960900E+02	1.336000E+23	0.000000E+00	0.000000E+00	0.000000E+00	2.776400E+18	3.369000E+25
254	7.952500E-03	3.954700E+02	1.261600E+23	0.000000E+00	0.000000E+00	0.000000E+00	2.631600E+18	3.245700E+25
255	7.967500E-03	3.948500E+02	1.189300E+23	0.000000E+00	0.000000E+00	0.000000E+00	2.490000E+18	3.121500E+25
256	7.982500E-03	3.942400E+02	1.119000E+23	0.000000E+00	0.000000E+00	0.000000E+00	2.351700E+18	2.996700E+25
257	7.997500E-03	3.936200E+02	1.050800E+23	0.000000E+00	0.000000E+00	0.000000E+00	2.216800E+18	2.871600E+25
258	8.012500E-03	3.930100E+02	9.848600E+22	0.000000E+00	0.000000E+00	0.000000E+00	2.085500E+18	2.746400E+25
259	8.027500E-03	3.923900E+02	9.211400E+22	0.000000E+00	0.000000E+00	0.000000E+00	1.958000E+18	2.621400E+25
260	8.042500E-03	3.917800E+02	8.597000E+22	0.000000E+00	0.000000E+00	0.000000E+00	1.834400E+18	2.496800E+25
261	8.057500E-03	3.911600E+02	8.005800E+22	0.000000E+00	0.000000E+00	0.000000E+00	1.714800E+18	2.373100E+25
262	8.072500E-03	3.905400E+02	7.438000E+22	0.000000E+00	0.000000E+00	0.000000E+00	1.599300E+18	2.250300E+25
263	8.087500E-03	3.899300E+02	6.894100E+22	0.000000E+00	0.000000E+00	0.000000E+00	1.488000E+18	2.128900E+25
264	8.102500E-03	3.893100E+02	6.374000E+22	0.000000E+00	0.000000E+00	0.000000E+00	1.381100E+18	2.009200E+25
265	8.117500E-03	3.887000E+02	5.878000E+22	0.000000E+00	0.000000E+00	0.000000E+00	1.278500E+18	1.891400E+25
266	8.132500E-03	3.880800E+02	5.406200E+22	0.000000E+00	0.000000E+00	0.000000E+00	1.180500E+18	1.775800E+25
267	8.147500E-03	3.874700E+02	4.958400E+22	0.000000E+00	0.000000E+00	0.000000E+00	1.086900E+18	1.662700E+25
268	8.162500E-03	3.868500E+02	4.534800E+22	0.000000E+00	0.000000E+00	0.000000E+00	9.979600E+17	1.552500E+25
269	8.177500E-03	3.862400E+02	4.135000E+22	0.000000E+00	0.000000E+00	0.000000E+00	9.135500E+17	1.445200E+25
270	8.192500E-03	3.856200E+02	3.758900E+22	0.000000E+00	0.000000E+00	0.000000E+00	8.337300E+17	1.341300E+25
271	8.207500E-03	3.850000E+02	3.406100E+22	0.000000E+00	0.000000E+00	0.000000E+00	7.584700E+17	1.241000E+25
272	8.222500E-03	3.843900E+02	3.076400E+22	0.000000E+00	0.000000E+00	0.000000E+00	6.877700E+17	1.144400E+25
273	8.237500E-03	3.837700E+02	2.769300E+22	0.000000E+00	0.000000E+00	0.000000E+00	6.215800E+17	1.051900E+25
274	8.252500E-03	3.831600E+02	2.484300E+22	0.000000E+00	0.000000E+00	0.000000E+00	5.598400E+17	9.635100E+24
275	8.267500E-03	3.825400E+02	2.220900E+22	0.000000E+00	0.000000E+00	0.000000E+00	5.024700E+17	8.795100E+24
276	8.282500E-03	3.819300E+02	1.978400E+22	0.000000E+00	0.000000E+00	0.000000E+00	4.494100E+17	8.000300E+24
277	8.297500E-03	3.813100E+02	1.756200E+22	0.000000E+00	0.000000E+00	0.000000E+00	4.005400E+17	7.251900E+24
278	8.312500E-03	3.806900E+02	1.553700E+22	0.000000E+00	0.000000E+00	0.000000E+00	3.557800E+17	6.551200E+24
279	8.327500E-03	3.800800E+02	1.370000E+22	0.000000E+00	0.000000E+00	0.000000E+00	3.149900E+17	5.899100E+24
280	8.342500E-03	3.794600E+02	1.204500E+22	0.000000E+00	0.000000E+00	0.000000E+00	2.780700E+17	5.296400E+24
281	8.357500E-03	3.788500E+02	1.056500E+22	0.000000E+00	0.000000E+00	0.000000E+00	2.448900E+17	4.744000E+24
282	8.372500E-03	3.782300E+02	9.251700E+21	0.000000E+00	0.000000E+00	0.000000E+00	2.153300E+17	4.242500E+24
283	8.387500E-03	3.776200E+02	8.098900E+21	0.000000E+00	0.000000E+00	0.000000E+00	1.892700E+17	3.792800E+24
284	8.402500E-03	3.770000E+02	7.100200E+21	0.000000E+00	0.000000E+00	0.000000E+00	1.666100E+17	3.395700E+24
285	8.417500E-03	3.763900E+02	6.249700E+21	0.000000E+00	0.000000E+00	0.000000E+00	1.472600E+17	3.052600E+24
286	8.432500E-03	3.757700E+02	5.542800E+21	0.000000E+00	0.000000E+00	0.000000E+00	1.311500E+17	2.765000E+24
287	8.447500E-03	3.751500E+02	4.976200E+21	0.000000E+00	0.000000E+00	0.000000E+00	1.182300E+17	2.535200E+24
288	8.462500E-03	3.745400E+02	4.548100E+21	0.000000E+00	0.000000E+00	0.000000E+00	1.085100E+17	2.366500E+24
289	8.477500E-03	3.739200E+02	4.258800E+21	0.000000E+00	0.000000E+00	0.000000E+00	1.020300E+17	2.263200E+24
290	8.492500E-03	3.733100E+02	4.111200E+21	0.000000E+00	0.000000E+00	0.000000E+00	9.891100E+16	2.231300E+24
291	8.500000E-03	3.730000E+02	4.111200E+21	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
