t(s),Flux surface 9: solute,Flux surface 10: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 8,Total 3 volume 7,Total 4 volume 6,Total 5 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
10000.0,5467887993530321.0,-3.619452729296828e-05,3.8636304276742886e+18,-3973429.1500027357,-39216.51674500018,9.373002581170958e+18,0.0,-190.3113796220317,-0.603337381824277,-2252628.5130462414,1.323663300884521e+19,-3973619.461382355,-2291845.633128625
20500.0,4880033048936473.0,-5.365296259330773e-05,4.632237550228035e+18,6360302.904448396,34822.667662234635,1.5755022099359281e+19,0.0,297.1197962879136,0.522027653070836,1738711.164299558,2.0387259649587454e+19,6360600.024244687,1773534.3539894484
31525.0,4748308918073294.0,0.0008242195002446943,5.015920034135817e+18,151964264.5325675,1730924.3635352682,2.123669128846874e+19,0.0,7255.173483105107,26.562673533676477,98157031.47139336,2.625261132260445e+19,151971519.7060508,99887982.39760251
43101.25,4683003838284401.0,0.004283883654797336,5.269231066725145e+18,616267637.6688997,8766153.693022935,2.6276683835088716e+19,0.0,29555.176829769167,134.8229517125487,502870066.9771706,3.154591490181384e+19,616297192.8457296,511636355.49314517
55256.3125,4641548237804832.0,0.009834185834964202,5.45901306794465e+18,1348027982.613603,24272280.886035137,3.10646318761664e+19,0.0,64943.830009377765,374.0500046123468,1406893994.7798762,3.6523644944111034e+19,1348092926.4436107,1431166649.715916
68019.128125,4611861776535458.0,0.01060315541217828,5.611596367872209e+18,1702062672.6147325,42953977.80653037,3.570070694274908e+19,0.0,82642.311110769,663.7918399694951,2526008421.3343916,4.1312303310621475e+19,1702145314.9258437,2568963062.9327626
81420.08453125,4589030908458239.0,-0.005795792103640037,5.739887588223587e+18,380024247.0699136,41851915.703149006,4.024587754093782e+19,0.0,20138.086481083563,651.3546710061577,2551808080.540942,4.5985765129161245e+19,380044385.1563949,2593660647.598765
95491.08875781251,4570624018994107.0,-0.04709216141909514,5.851133522876541e+18,-4126458755.6098747,-22913080.133163642,4.474092872298683e+19,0.0,-195866.3145462397,-340.3298732886376,-1075680404.1534443,5.059206224586328e+19,-4126654621.9244204,-1098593824.6164792
110265.64319570313,4555277982636725.0,-0.10120777945677026,5.94979682648537e+18,-12676725144.51906,-206463158.20107535,4.921508326046989e+19,0.0,-608194.055231868,-3166.2105404841172,-11659690635.3876,5.516488008695555e+19,-12677333338.57429,-11866156959.799215
125778.92535548829,4542159487215089.0,-0.12833657827722222,6.038815813313394e+18,-24498147067.5418,-549734564.1109037,5.369041793738607e+19,0.0,-1181490.593679629,-8468.993237332435,-31808763776.894867,5.972923375069944e+19,-24499328558.13548,-32358506809.998966
142067.8716232627,4530725495934234.0,-0.07240838665277743,6.12022584096808e+18,-36425023792.84631,-1041158445.556446,5.818433599415714e+19,0.0,-1764743.1570781632,-16087.485289268297,-61195002993.77055,6.430456183512488e+19,-36426788536.00337,-62236177526.812294
