"arc_length","retention"
0,3.14797e+24
8.5e-06,1.66141e+23
1.7e-05,1.66464e+23
2.55e-05,1.66789e+23
3.4e-05,1.67117e+23
4.25e-05,1.67449e+23
5.1e-05,1.67783e+23
5.95e-05,1.68121e+23
6.8e-05,1.68461e+23
7.65e-05,1.68805e+23
8.5e-05,1.69152e+23
9.35e-05,1.69503e+23
0.000102,1.69856e+23
0.0001105,1.70213e+23
0.000119,1.70574e+23
0.0001275,1.70937e+23
0.000136,1.71304e+23
0.0001445,1.71675e+23
0.000153,1.72049e+23
0.0001615,1.72427e+23
0.00017,1.72808e+23
0.0001785,1.73193e+23
0.000187,1.73582e+23
0.0001955,1.73974e+23
0.000204,1.7437e+23
0.0002125,1.7477e+23
0.000221,1.75173e+23
0.0002295,1.75581e+23
0.000238,1.75992e+23
0.0002465,1.76408e+23
0.000255,1.76827e+23
0.0002635,1.77251e+23
0.000272,1.77678e+23
0.0002805,1.7811e+23
0.000289,1.78546e+23
0.0002975,1.78986e+23
0.000306,1.7943e+23
0.0003145,1.79879e+23
0.000323,1.80332e+23
0.0003315,1.80789e+23
0.00034,1.81251e+23
0.0003485,1.81718e+23
0.000357,1.82189e+23
0.0003655,1.82664e+23
0.000374,1.83145e+23
0.0003825,1.8363e+23
0.000391,1.84119e+23
0.0003995,1.84614e+23
0.000408,1.85114e+23
0.0004165,1.85618e+23
0.000425,1.86128e+23
0.0004335,1.86642e+23
0.000442,1.87162e+23
0.0004505,1.87687e+23
0.000459,1.88217e+23
0.0004675,1.88752e+23
0.000476,1.89293e+23
0.0004845,1.89839e+23
0.000493,1.90391e+23
0.0005015,1.90948e+23
0.00051,1.91511e+23
0.0005185,1.92079e+23
0.000527,1.92653e+23
0.0005355,1.93233e+23
0.000544,1.93819e+23
0.0005525,1.94411e+23
0.000561,1.95009e+23
0.0005695,1.95613e+23
0.000578,1.96223e+23
0.0005865,1.96839e+23
0.000595,1.97461e+23
0.0006035,1.9809e+23
0.000612,1.98726e+23
0.0006205,1.99367e+23
0.000629,2.00016e+23
0.0006375,2.00671e+23
0.000646,2.01333e+23
0.0006545,2.02001e+23
0.000663,2.02677e+23
0.0006715,2.0336e+23
0.00068,2.04049e+23
0.0006885,2.04746e+23
0.000697,2.0545e+23
0.0007055,2.06161e+23
0.000714,2.0688e+23
0.0007225,2.07606e+23
