"arc_length","retention"
0,3.14797e+24
8.5e-06,1.66137e+23
1.7e-05,1.66454e+23
2.55e-05,1.66775e+23
3.4e-05,1.67099e+23
4.25e-05,1.67425e+23
5.1e-05,1.67755e+23
5.95e-05,1.68087e+23
6.8e-05,1.68423e+23
7.65e-05,1.68762e+23
8.5e-05,1.69104e+23
9.35e-05,1.6945e+23
0.000102,1.69798e+23
0.0001105,1.7015e+23
0.000119,1.70505e+23
0.0001275,1.70864e+23
0.000136,1.71226e+23
0.0001445,1.71591e+23
0.000153,1.7196e+23
0.0001615,1.72332e+23
0.00017,1.72708e+23
0.0001785,1.73088e+23
0.000187,1.73471e+23
0.0001955,1.73858e+23
0.000204,1.74248e+23
0.0002125,1.74642e+23
0.000221,1.7504e+23
0.0002295,1.75442e+23
0.000238,1.75848e+23
0.0002465,1.76257e+23
0.000255,1.76671e+23
0.0002635,1.77088e+23
0.000272,1.7751e+23
0.0002805,1.77936e+23
0.000289,1.78365e+23
0.0002975,1.78799e+23
0.000306,1.79237e+23
0.0003145,1.7968e+23
0.000323,1.80127e+23
0.0003315,1.80578e+23
0.00034,1.81033e+23
0.0003485,1.81493e+23
0.000357,1.81958e+23
0.0003655,1.82427e+23
0.000374,1.829e+23
0.0003825,1.83379e+23
0.000391,1.83862e+23
0.0003995,1.8435e+23
0.000408,1.84842e+23
0.0004165,1.8534e+23
0.000425,1.85842e+23
0.0004335,1.8635e+23
0.000442,1.86862e+23
0.0004505,1.8738e+23
0.000459,1.87903e+23
0.0004675,1.88431e+23
0.000476,1.88964e+23
0.0004845,1.89503e+23
0.000493,1.90047e+23
0.0005015,1.90596e+23
0.00051,1.91151e+23
0.0005185,1.91712e+23
0.000527,1.92278e+23
0.0005355,1.9285e+23
0.000544,1.93428e+23
0.0005525,1.94011e+23
0.000561,1.94601e+23
0.0005695,1.95197e+23
0.000578,1.95798e+23
0.0005865,1.96406e+23
0.000595,1.9702e+23
0.0006035,1.9764e+23
0.000612,1.98267e+23
0.0006205,1.989e+23
0.000629,1.99539e+23
0.0006375,2.00185e+23
0.000646,2.00838e+23
0.0006545,2.01497e+23
0.000663,2.02163e+23
0.0006715,2.02837e+23
0.00068,2.03517e+23
0.0006885,2.04204e+23
0.000697,2.04898e+23
0.0007055,2.056e+23
0.000714,2.06308e+23
0.0007225,2.07025e+23
0.000731,2.07748e+23
0.0007395,2.08479e+23
0.000748,2.09218e+23
0.0007565,2.09965e+23
0.000765,2.1072e+23
0.0007735,2.11482e+23
0.000782,2.12252e+23
0.0007905,2.13031e+23
0.000799,2.13818e+23
0.0008075,2.14613e+23
0.000816,2.15416e+23
0.0008245,2.16229e+23
0.000833,2.17049e+23
0.0008415,2.17879e+23
0.00085,2.18717e+23
0.0008585,2.19564e+23
0.000867,2.20421e+23
0.0008755,2.21286e+23
0.000884,2.22161e+23
0.0008925,2.23045e+23
0.000901,2.23939e+23
0.0009095,2.24842e+23
0.000918,2.25755e+23
0.0009265,2.26678e+23
0.000935,2.2761e+23
0.0009435,2.28553e+23
0.000952,2.29507e+23
0.0009605,2.3047e+23
0.000969,2.31444e+23
0.0009775,2.32429e+23
0.000986,2.33424e+23
0.0009945,2.3443e+23
0.001003,2.35448e+23
0.0010115,2.36476e+23
0.00102,2.37516e+23
0.0010285,2.38567e+23
0.001037,2.39629e+23
0.0010455,2.40704e+23
0.001054,2.4179e+23
0.0010625,2.42888e+23
0.001071,2.43999e+23
0.0010795,2.45121e+23
0.001088,2.46257e+23
0.0010965,2.47405e+23
0.001105,2.48565e+23
0.0011135,2.49739e+23
0.001122,2.50925e+23
0.0011305,2.52125e+23
0.001139,2.53339e+23
0.0011475,2.54566e+23
0.001156,2.55807e+23
0.0011645,2.57061e+23
0.001173,2.5833e+23
0.0011815,2.59614e+23
0.00119,2.60911e+23
0.0011985,2.62224e+23
0.001207,2.63551e+23
0.0012155,2.64893e+23
0.001224,2.66251e+23
0.0012325,2.67624e+23
0.001241,2.69013e+23
0.0012495,2.70418e+23
0.001258,2.71838e+23
0.0012665,2.73276e+23
0.001275,2.74729e+23
0.0012835,2.76199e+23
0.001292,2.77686e+23
0.0013005,2.79191e+23
0.001309,2.80712e+23
0.0013175,2.82252e+23
0.001326,2.83809e+23
0.0013345,2.85384e+23
0.001343,2.86977e+23
0.0013515,2.88589e+23
0.00136,2.9022e+23
0.0013685,2.9187e+23
0.001377,2.93539e+23
0.0013855,2.95227e+23
0.001394,2.96936e+23
0.0014025,2.98664e+23
