"arc_length","0"
0,1.22363e+23
8.5e-06,1.22356e+23
1.7e-05,1.22348e+23
2.55e-05,1.2234e+23
3.4e-05,1.22332e+23
4.25e-05,1.22324e+23
5.1e-05,1.22316e+23
5.95e-05,1.22308e+23
6.8e-05,1.223e+23
7.65e-05,1.22292e+23
8.5e-05,1.22284e+23
9.35e-05,1.22276e+23
0.000102,1.22267e+23
0.0001105,1.22259e+23
0.000119,1.22251e+23
0.0001275,1.22243e+23
0.000136,1.22234e+23
0.0001445,1.22226e+23
0.000153,1.22218e+23
0.0001615,1.22209e+23
0.00017,1.22201e+23
0.0001785,1.22193e+23
0.000187,1.22184e+23
0.0001955,1.22176e+23
0.000204,1.22167e+23
0.0002125,1.22159e+23
0.000221,1.2215e+23
0.0002295,1.22141e+23
0.000238,1.22133e+23
0.0002465,1.22124e+23
0.000255,1.22115e+23
0.0002635,1.22106e+23
0.000272,1.22098e+23
0.0002805,1.22089e+23
0.000289,1.2208e+23
0.0002975,1.22071e+23
0.000306,1.22062e+23
0.0003145,1.22053e+23
0.000323,1.22044e+23
0.0003315,1.22035e+23
0.00034,1.22026e+23
0.0003485,1.22017e+23
0.000357,1.22008e+23
0.0003655,1.21999e+23
0.000374,1.21989e+23
0.0003825,1.2198e+23
0.000391,1.21971e+23
0.0003995,1.21962e+23
0.000408,1.21952e+23
0.0004165,1.21943e+23
0.000425,1.21933e+23
0.0004335,1.21924e+23
0.000442,1.21914e+23
0.0004505,1.21905e+23
0.000459,1.21895e+23
0.0004675,1.21886e+23
0.000476,1.21876e+23
0.0004845,1.21866e+23
0.000493,1.21857e+23
0.0005015,1.21847e+23
0.00051,1.21837e+23
0.0005185,1.21827e+23
0.000527,1.21817e+23
0.0005355,1.21807e+23
0.000544,1.21797e+23
0.0005525,1.21787e+23
0.000561,1.21777e+23
0.0005695,1.21767e+23
0.000578,1.21757e+23
0.0005865,1.21747e+23
0.000595,1.21737e+23
0.0006035,1.21726e+23
0.000612,1.21716e+23
0.0006205,1.21706e+23
0.000629,1.21695e+23
0.0006375,1.21685e+23
0.000646,1.21675e+23
0.0006545,1.21664e+23
0.000663,1.21654e+23
0.0006715,1.21643e+23
0.00068,1.21632e+23
0.0006885,1.21622e+23
0.000697,1.21611e+23
0.0007055,1.216e+23
0.000714,1.21589e+23
0.0007225,1.21578e+23
0.000731,1.21567e+23
0.0007395,1.21557e+23
0.000748,1.21546e+23
0.0007565,1.21534e+23
0.000765,1.21523e+23
0.0007735,1.21512e+23
0.000782,1.21501e+23
0.0007905,1.2149e+23
0.000799,1.21479e+23
0.0008075,1.21467e+23
0.000816,1.21456e+23
0.0008245,1.21444e+23
0.000833,1.21433e+23
0.0008415,1.21421e+23
0.00085,1.2141e+23
0.0008585,1.21398e+23
0.000867,1.21387e+23
0.0008755,1.21375e+23
0.000884,1.21363e+23
0.0008925,1.21351e+23
0.000901,1.21339e+23
0.0009095,1.21327e+23
0.000918,1.21315e+23
0.0009265,1.21303e+23
0.000935,1.21291e+23
0.0009435,1.21279e+23
0.000952,1.21267e+23
0.0009605,1.21255e+23
0.000969,1.21242e+23
0.0009775,1.2123e+23
0.000986,1.21218e+23
0.0009945,1.21205e+23
0.001003,1.21193e+23
0.0010115,1.2118e+23
0.00102,1.21167e+23
0.0010285,1.21155e+23
0.001037,1.21142e+23
0.0010455,1.21129e+23
0.001054,1.21116e+23
0.0010625,1.21103e+23
0.001071,1.2109e+23
0.0010795,1.21077e+23
0.001088,1.21064e+23
0.0010965,1.21051e+23
0.001105,1.21038e+23
0.0011135,1.21025e+23
0.001122,1.21011e+23
0.0011305,1.20998e+23
0.001139,1.20984e+23
0.0011475,1.20971e+23
0.001156,1.20957e+23
0.0011645,1.20944e+23
0.001173,1.2093e+23
0.0011815,1.20916e+23
0.00119,1.20902e+23
0.0011985,1.20888e+23
0.001207,1.20874e+23
0.0012155,1.2086e+23
0.001224,1.20846e+23
0.0012325,1.20832e+23
0.001241,1.20818e+23
0.0012495,1.20804e+23
0.001258,1.20789e+23
0.0012665,1.20775e+23
0.001275,1.2076e+23
0.0012835,1.20746e+23
0.001292,1.20731e+23
0.0013005,1.20717e+23
0.001309,1.20702e+23
0.0013175,1.20687e+23
0.001326,1.20672e+23
0.0013345,1.20657e+23
0.001343,1.20642e+23
0.0013515,1.20627e+23
0.00136,1.20612e+23
0.0013685,1.20596e+23
0.001377,1.20581e+23
0.0013855,1.20566e+23
0.001394,1.2055e+23
0.0014025,1.20535e+23
0.001411,1.20519e+23
0.0014195,1.20503e+23
0.001428,1.20487e+23
0.0014365,1.20472e+23
0.001445,1.20456e+23
0.0014535,1.2044e+23
0.001462,1.20423e+23
0.0014705,1.20407e+23
0.001479,1.20391e+23
0.0014875,1.20375e+23
0.001496,1.20358e+23
0.0015045,1.20342e+23
0.001513,1.20325e+23
0.0015215,1.20309e+23
0.00153,1.20292e+23
0.0015385,1.20275e+23
0.001547,1.20258e+23
0.0015555,1.20241e+23
0.001564,1.20224e+23
0.0015725,1.20207e+23
0.001581,1.20189e+23
0.0015895,1.20172e+23
0.001598,1.20155e+23
0.0016065,1.20137e+23
0.001615,1.2012e+23
0.0016235,1.20102e+23
0.001632,1.20084e+23
0.0016405,1.20066e+23
0.001649,1.20048e+23
0.0016575,1.2003e+23
0.001666,1.20012e+23
0.0016745,1.19994e+23
0.001683,1.19975e+23
0.0016915,1.19957e+23
0.0017,1.19938e+23
0.0017085,1.1992e+23
0.001717,1.19901e+23
0.0017255,1.19882e+23
0.001734,1.19863e+23
