t(s),Flux surface 1: solute,Flux surface 2: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 8,Total 3 volume 7,Total 4 volume 6,Total 5 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
1000.0,3.050037805874397e+17,0.0,1.367669168574148e+20,7.734961937778467e-282,5.49810270712116e-286,1.662614027662386e+20,2.5751012040935424e+18,4.110684826466373e-286,9.269562006645934e-291,5.009570907212667e-284,3.056034208277458e+20,7.735373006261116e-282,5.064552861240077e-284
2200.0,1.474918737354715e+17,0.0,1.814351188391299e+20,1.4925733838994049e-252,1.7310670932663285e-256,2.985671953761713e+20,2.575395025369634e+18,7.958856106854564e-257,2.918941488753529e-261,1.5784504654352616e-254,4.825777092406739e+20,1.4926529724604738e-252,1.5957614282620742e-254
3640.0,1.0917476943577026e+17,0.0,2.0853018641967543e+20,1.2388590620321943e-226,2.2525322314132035e-230,4.286695268935707e+20,2.5754666646007613e+18,6.628201644652779e-231,3.798863131832431e-235,2.0556450087390474e-228,6.397751799778456e+20,1.2389253440486412e-226,2.078170710939495e-228
5368.0,8.982278356079213e+16,0.0,2.2850975698269533e+20,1.735830602263608e-203,4.774230030476083e-207,5.6388966547888695e+20,2.5755028458668733e+18,9.317859683084327e-208,8.053110839599487e-212,4.360878123039788e-205,7.949749253074487e+20,1.7359237808604323e-203,4.408621228655624e-205
7441.6,7.745934261077026e+16,0.0,2.4473263492918968e+20,1.048935356823129e-182,4.227388336925823e-186,7.082719381722431e+20,2.575525961058673e+18,5.6486697024677e-187,7.132098424116212e-191,3.8652068713453466e-184,9.555800990624895e+20,1.0489918435201565e-182,3.907481467924443e-184
9929.92,6.8562500505046536e+16,-2.918059428e-314,2.5867194343210064e+20,5.5848177955627014e-164,3.2064297756920816e-167,8.64922627082233e+20,2.5755425949539236e+18,3.01667808171911e-168,5.410775770749008e-172,2.934891747537848e-165,1.1261701131092934e+21,5.585119463370872e-164,2.9669565863723416e-165
12915.903999999999,6.168597834134269e+16,-4.926968364817788e-284,2.7109664873537864e+20,4.641056542400854e-147,3.7028693019413184e-150,1.0366745918596195e+21,2.575555451575947e+18,2.5140703705460783e-151,6.249960373818813e-155,3.3932965819109756e-148,1.3103467960465645e+21,4.641307949437915e-147,3.430325899926424e-148
16499.084799999997,5.611391595974816e+16,-3.720446611699474e-257,2.8245600853914983e+20,9.651870760329188e-132,1.0471154584291156e-134,1.226363334441205e+21,2.5755658693265797e+18,5.242272737500957e-136,1.7678431100652125e-139,9.608116700080767e-133,1.5113949088496838e+21,9.652394987602919e-132,9.712830013766799e-133
20798.901759999997,5.144629664873645e+16,-9.871266271415465e-233,2.930341239943852e+20,7.482026130365482e-118,1.0829934033220485e-120,1.4369748466564884e+21,2.575574596093585e+18,4.0735709758314046e-122,1.8289221262031135e-125,9.951329824589024e-119,1.7325845452469657e+21,7.482433487463055e-118,1.0059630993843376e-118
25958.682111999995,4.743959234154789e+16,-1.602742942622572e-210,3.0302157396062935e+20,3.0424577121087285e-105,5.77967916368567e-108,1.671743102937031e+21,2.5755820871870536e+18,1.660071281880773e-109,9.763470662128916e-113,5.31895732829601e-106,1.977340258984851e+21,3.0426237192369196e-105,5.376755096279932e-106
32150.418534399992,4.393573380678492e+16,-2.5982568223136806e-190,3.125522392013694e+20,8.730851570814813e-94,2.1459826300277034e-96,1.93422627549012e+21,2.5755886381397007e+18,4.7731430911634375e-98,3.626348550883869e-101,1.9782317226172218e-94,2.2493541033296252e+21,8.731328885123938e-94,1.9996919115523594e-94
39580.50224127999,4.082686649490649e+16,-6.496743521695028e-172,3.2172379720938435e+20,2.2932304714981687e-83,7.204129220107944e-86,2.2283742635571376e+21,2.575594450600806e+18,1.2558707982723684e-87,1.2178124875841709e-90,6.653139034570274e-84,2.552673655217136e+21,2.2933560585779958e-83,6.725181544583835e-84
48496.60268953598,3.803637533084687e+16,-3.6945272360672786e-155,3.30609877755432e+20,6.9367361431430514e-74,2.7559865733380813e-76,2.558593584229732e+21,2.575599667813038e+18,3.804624556483897e-78,4.660638367073647e-81,2.550280523339498e-74,2.891779061652992e+21,6.937116605598699e-74,2.577840855136707e-74
59195.92322744318,3.550798915323851e+16,-6.76866231205005e-140,3.3926766473208424e+20,2.963767300717667e-65,1.4758103767279123e-67,2.9298127056484586e+21,2.5756043949832525e+18,1.6277119884991714e-69,2.496796614623579e-72,1.3686261758103218e-65,3.2716559747755247e+21,2.9639300719165117e-65,1.3833845292572629e-65
72035.10787293181,3.3199189439830216e+16,-5.4650331677270806e-126,3.4774287458140566e+20,2.146444070962951e-57,1.3292615749291132e-59,3.34754935462028e+21,2.57560871160581e+18,1.1801996106529153e-61,2.249901350344035e-64,1.2356410991958059e-57,3.697867837913279e+21,2.1465620909240163e-57,1.2489339399352343e-57
87442.12944751818,3.107704692046974e+16,-2.5798009337966005e-113,3.560731574425781e+20,3.103359914052005e-50,2.374382812311105e-52,3.8179803565729445e+21,2.5756126792465976e+18,1.7080649550348363e-54,4.0208843488110585e-57,2.2128471236153936e-50,4.176629126694774e+21,3.1035307205474984e-50,2.2365913538269306e-50
105930.55533702181,2.911549425234882e+16,-9.19363455501133e-102,3.642905185525745e+20,1.0378631008641697e-43,9.754878771000852e-46,4.348013787762302e+21,2.575616346642184e+18,5.717296251616178e-48,1.6528341971809147e-50,9.116748084917817e-44,4.714879922661519e+21,1.0379202738266825e-43,9.21429852546207e-44
128116.66640442617,2.7293482667857332e+16,-3.1179131344723465e-91,3.724231178788695e+20,9.170363705531893e-38,1.0536988496680533e-39,4.945362434280533e+21,2.575619753146198e+18,5.0555140075773384e-42,1.7864081138812404e-44,9.87776271191114e-38,5.320361171912546e+21,9.170869256932647e-38,9.983134383286043e-38
154739.9996853114,2.5593701636287356e+16,-1.241586823620372e-81,3.804966727547931e+20,2.4145351203745724e-32,3.377468134873604e-34,5.618616619524042e+21,2.5756229311231017e+18,1.3319787356627596e-36,5.729726755619802e-39,3.176672495448013e-32,6.001688915209953e+21,2.4146683182481362e-32,3.21044774976942e-32
186687.99962237367,2.400166765506962e+16,-7.026781846704967e-73,3.8853561207886433e+20,2.112916789982747e-27,3.585049287569444e-29,6.377313254616968e+21,2.575625907651832e+18,1.1662577115459134e-31,6.086106801569692e-34,3.3840716562557845e-27,6.768424492603475e+21,2.1130334157539016e-27,3.419922757742148e-27
225025.5995468484,2.250506117021459e+16,-6.724429762421972e-65,3.965640865607091e+20,6.785861611805923e-23,1.3922190235156197e-24,7.231996343978601e+21,2.575628705765525e+18,3.747440010621068e-27,2.3652594737292e-29,1.3193164663599075e-22,7.631136059245078e+21,6.786236355806991e-23,1.3332388931210116e-22
271030.71945621807,2.1093233853157692e+16,-1.274690559541514e-57,4.046069145334615e+20,8.753923906340412e-19,2.1657313537892096e-20,8.194261965804375e+21,2.575631345372728e+18,4.8364241557366113e-23,3.682386588586649e-25,2.0610428315957002e-18,8.601444511683178e+21,8.754407548756004e-19,2.08270051337226e-18
326236.8633474617,1.9756835007352256e+16,-5.529500307188451e-51,4.126905299987024e+20,4.925037756601885e-15,1.4657787216647086e-16,9.276777717325052e+21,2.5756338439558697e+18,2.7220872706258872e-19,2.4944536640916585e-21,1.4013506806773131e-14,9.69204388116772e+21,4.925309965328948e-15,1.4160087173393231e-14
392484.236016954,1.8487522668422108e+16,-6.262399129199709e-45,4.208439949319224e+20,1.3027250579376444e-11,4.654307599979018e-13,1.0493262469304668e+22,2.575636217111421e+18,7.202762254629765e-16,7.928207451306691e-18,4.471942532463528e-11,1.0916682100453717e+22,1.3027970855601855e-11,4.5184864012840456e-11
471981.0832203448,1.7277735945911096e+16,-2.088976190264421e-39,4.2910013905940054e+20,1.7353549103638517e-08,7.429087676265154e-10,1.185840662921066e+22,2.575638478975526e+18,9.597872042458243e-13,1.2667797358802713e-14,7.176600758156975e-08,1.2290082406749019e+22,1.7354508890842826e-08,7.250892901699327e-08
567377.2998644137,1.612051291927427e+16,-2.292351948118309e-34,4.374968951956921e+20,1.2400205033291884e-05,6.350800310888892e-07,1.338770549574203e+22,2.5756406425644657e+18,6.860337038205832e-10,1.0841138644115726e-11,6.170882015760489e-05,1.3827778031580254e+22,1.2400891066995716e-05,6.234391102983235e-05
681852.7598372964,1.5009344403652242e+16,-9.16168261213398e-30,4.460789034012908e+20,0.005038380507247877,0.00030828389444410495,1.5097168179995313e+22,2.575642720048067e+18,2.788237935710199e-07,5.268848617347364e-09,0.03014488177978315,1.5545822726116635e+22,0.005038659331041433,0.030453170943075866
819223.3118047557,1.3938059712807168e+16,-1.4652859083904102e-25,4.548994551368715e+20,1.2291335896911388,0.08974729037552412,1.700285156211816e+22,2.575644722963294e+18,6.803854275214923e-05,1.5358366139493792e-06,8.835947550001586,1.7460326661978015e+22,1.2292016282338842,8.925696376213743
984067.9741657068,1.2900747743405164e+16,-1.0241443881662552e-21,4.640228215558986e+20,189.58708056058197,16.50359332621917,1.912015299632692e+22,2.575646662361775e+18,0.010497324481354499,0.00028281616149639435,1636.9007558554447,1.9586751464545167e+22,189.59757788506315,1653.4046319978293
1181881.568998848,1.1891727850638892e+16,-3.401307458736714e-18,4.7352691758681136e+20,19451.71966298748,2017.0620348622747,2.1462778810352496e+22,2.575648548864258e+18,1.0773099894577578,0.0346173045251474,201667.98468846668,2.1938881376488237e+22,19452.796972976914,203685.08134063386
1419257.8827986177,1.0905603864832526e+16,-5.826131464266708e-15,4.835060074079126e+20,1399109.5107828795,172685.914355194,2.404129424671601e+22,2.5756503925596457e+18,77.50821056187135,2.968439847362721,17415204.708114017,2.4527375904516453e+22,1399187.0189934373,17587893.590908997
1704109.459358341,9937466701905724.0,-5.6007377523087004e-12,4.940725815818092e+20,74826706.3103259,10981677.735540189,2.686117057760395e+22,2.5756522026261453e+18,4146.368080300042,189.09868488178103,1117864391.4806688,2.7357818811388418e+22,74830852.67840642,1128846258.3149002
2045931.3512300092,8983360724344148.0,-3.3199331048005016e-09,5.0535633968405565e+20,3201353528.5535088,557765862.7437769,2.992031340830177e+22,2.575653986459368e+18,177444.66829992458,9622.13827221345,57348375032.560104,3.0428245401972387e+22,3201530973.2218075,57906150517.44206
2400000.0,8146669650606080.0,-1.1671729720348782e-07,5.161037666467271e+20,41474130810.25156,7839121192.399397,3.279378011209465e+22,2.575655550769151e+18,2299137.8956774427,135356.89737584,809992515384.0309,3.3312459534292142e+22,41476429948.147064,817831771933.3267
2695057.207308326,7524219915810225.0,-5.861280313005845e-07,5.24728557798361e+20,165189309714.16168,31952248626.211918,3.500502537752235e+22,2.5756567145250785e+18,9157702.937433649,551857.4867902723,3306197089779.0063,3.553232959203513e+22,165198467417.09912,3338149890262.7007
2940938.213398597,7047205491661469.0,-1.7401231698282438e-06,5.3173337066524705e+20,430539733369.7578,84264497874.52003,3.6730634066031716e+22,2.5756576063695565e+18,23868565.262252424,1455559.6323985395,8725676829334.24,3.7264943094303277e+22,430563601935.0194,8809942782768.424
3235995.420706923,6532875145180340.0,-8.072324873970243e-06,5.396055913748805e+20,1659498962686.188,326152070484.7269,3.865015483789695e+22,2.5756585679813053e+18,92000854.18985005,5634326.21317212,33789223566770.773,3.9192336087839825e+22,1659590963540.3792,34115381271581.65
3481876.4267971944,6138301457768630.0,-2.296597566885503e-05,5.459955513155695e+20,4443291867455.154,866343706081.4528,4.015291624258532e+22,2.5756593056914033e+18,246327327.47501385,14965410.143150382,89727311639546.58,4.0701487453206645e+22,4443538194782.64,90593670311038.47
3686777.265205754,5830294210119403.0,-4.9667613552972294e-05,5.512120037634149e+20,9521553332065.436,1832338419304.1384,4.134222061888951e+22,2.5756598815535647e+18,527842809.47595894,31648714.186304517,189662914857340.88,4.189600828253452e+22,9522081174874.95,191495284925358.9
3857527.9638795536,5586860514492772.0,-8.970993314281091e-05,5.554819139105345e+20,17493632293086.717,3313766442973.9375,4.229182193343957e+22,2.5756603366865347e+18,969758932.1665169,57228507.57240403,342749220656967.06,4.284987950768677e+22,17494602052018.865,346063044328448.1
4062428.802288113,5314700330441361.0,-0.0001920405145155512,5.603393911598078e+20,43390282738873.62,7749258486582.342,4.337584881361796e+22,2.5756608455276436e+18,2405077488.29465,133758514.76917057,799243299451496.5,4.393876386562331e+22,43392687816361.94,806992691696588.1
4233179.500961913,5100930522276353.0,-0.00034446660726518603,5.642937013790219e+20,94797113865583.14,15873910686382.629,4.424279959585304e+22,2.575661245199868e+18,5253906602.511603,273832727.18343824,1631923528273284.0,4.480966895847728e+22,94802367772185.5,1647797712792389.2
4375471.749856746,4931246425345013.0,-0.000544905261736637,5.6752919000590044e+20,185376721185323.34,29186638761054.86,4.494117507723564e+22,2.575661562447754e+18,10272986368.73963,503190924.7896023,2991124846258157.0,4.551127992880391e+22,185386994171691.75,3020311988210131.0
4546222.448530545,4739892828777479.0,-0.0009732195693220136,5.712248465771821e+20,592579795023284.0,80850159331622.1,4.574673783569623e+22,2.575661920209771e+18,32831366002.30391,1391939110.4912229,8223090312518779.0,4.632053834419374e+22,592612626389286.1,8303941863789488.0
4688514.6974253785,4588443597436945.0,-0.0015351842422795202,5.742408250328246e+20,1623130542122733.5,199662545122382.7,4.6396547386521915e+22,2.575662203365054e+18,89914200270.20914,3433810955.9442797,2.0191092360189716e+16,4.697336387375802e+22,1623220456323000.2,2.0390758339123004e+16
4807091.571504406,4467432475784471.0,-0.0022078734434673535,5.7671565675877735e+20,3835045303124323.0,434881314707051.9,4.6923730888938226e+22,2.5756624296120806e+18,212418316202.20908,7473173354.53568,4.3788889378791176e+16,4.750302220812667e+22,3835257721440529.0,4.422377816667155e+16
4949383.820399239,4329582614757121.5,-0.003478294454646328,5.795604858995981e+20,1.6915168353196912e+16,1689592449923943.5,4.753675462942056e+22,2.5756626873414625e+18,936745639152.3828,28997103772.400642,1.689406651471576e+17,4.811889077800761e+22,1.6916105098836044e+16,1.7063028659418544e+17
