t(s),Flux surface 1: solute,Flux surface 2: solute,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 1 volume 8,Total 2 volume 8,Total 3 volume 7,Total 4 volume 6,Total 5 volume 6,Total retention volume 8,Total retention volume 7,Total retention volume 6
5067960.694478266,4219541681078209.5,-0.004999509775342677,5.818905184721742e+20,5.61686481776748e+16,5177333640014344.0,4.803432812546918e+22,2.575662893078202e+18,3110202039816.6455,88787708254.06429,5.1558314483006144e+17,4.8618794306834274e+22,5.617175837971473e+16,5.207605672577839e+17
5166774.756210789,4131000819251499.0,-0.006698048868059585,5.838086848656126e+20,1.5659461865941718e+17,1.331469780143041e+16,4.843965804614891e+22,2.575663058617589e+18,8669928390562.606,228191796996.82224,1.321395860039521e+18,4.9026042394073075e+22,1.5660328858780784e+17,1.3347107860327516e+18
5285351.630289816,4029193795868529.5,-0.00963186563619929,5.8602769260974454e+20,7.792526503393478e+17,6.206847548366965e+16,4.890967576808765e+22,2.5756632489598956e+18,43140418828783.14,1063031497508.979,6.137311942851955e+18,4.949827912394637e+22,7.792957907581751e+17,6.199381481367141e+18
5384165.692022339,3947294264822741.0,-0.012914514398903456,5.878505164235975e+20,2.7543005455538785e+18,2.0608871191621197e+17,4.928155762680195e+22,2.575663402082393e+18,152466319554663.56,3527953629699.2065,2.0324764766751138e+19,4.987198380662757e+22,2.7544530118734295e+18,2.0530857006620975e+19
5502742.566101367,3853230542504314.0,-0.018611044304574786,5.899452509899091e+20,1.1784903250191258e+19,9.436649225776837e+17,4.965369282479807e+22,2.575663577947528e+18,652450242355806.4,16159453578504.32,9.318694280247022e+19,5.024621373936592e+22,1.178555570043362e+19,9.413062388450139e+19
5601556.62783389,3777795139090316.0,-0.02501931542298527,5.916099535702245e+20,2.6697840645249524e+19,2.3314192236233395e+18,4.98714749873628e+22,2.5756637189844465e+18,1478309555866034.5,39944288162131.336,2.307024650281098e+20,5.046566060465211e+22,2.669931895480547e+19,2.3303392419602196e+20
5720133.501912917,3692393150085870.5,-0.03628309531608686,5.933323447069563e+20,4.341032023997556e+19,4.996824718155992e+18,5.0020480233815155e+22,2.5756638786552755e+18,2404963686524912.0,85756875382235.62,4.9838689659310945e+20,5.061638824240088e+22,4.341272520366211e+19,5.033838070681372e+20
5862425.75080775,3600008544957805.5,-0.059362487749001484,5.94944138434194e+20,5.38627207199865e+19,8.849084850315424e+18,5.012161659806163e+22,2.5756640513810673e+18,2985965692337830.0,152258126882668.88,8.935381149295993e+20,5.071913640054714e+22,5.386570668567878e+19,9.023873520380429e+20
6033176.44948155,3507349615403204.5,-0.15343870829639694,5.963465441182735e+20,5.9052115367486456e+19,1.372308964528637e+19,5.019634059394517e+22,2.575664224619749e+18,3275743858566481.5,236825088117205.1,1.4061734107319891e+21,5.079526280228813e+22,5.9055391111345e+19,1.4198967372023616e+21
6238077.287890109,3422880492280249.5,-1.9871032138077462,5.97496946153512e+20,6.189788078740404e+19,1.9597341363110715e+19,5.025358546480663e+22,2.5756643825464525e+18,3435720335406647.0,339280390294624.5,2.0403421904894757e+21,5.085365807534273e+22,6.190131650773948e+19,2.059939871132979e+21
6483958.2939803805,3353346883191661.5,-53.55574555240608,5.983830829681701e+20,6.389277349466848e+19,2.6562532976807707e+19,5.029643953827646e+22,2.575664512549146e+18,3548591818092876.0,461392335222158.06,2.8120874080252655e+21,5.089739828575713e+22,6.389632208648662e+19,2.8386504023944027e+21
6779015.501288706,3301610414262722.0,-1180.6049693450072,5.990181938628336e+20,6.557872442124507e+19,3.477080693644618e+19,5.032675443257795e+22,2.575664609277629e+18,3644425888462480.5,606033249618256.1,3.745313992409299e+21,5.092834829105007e+22,6.558236884713362e+19,3.780085405378987e+21
7133084.150058697,3266741494740841.0,-19236.33447522845,5.994380036611007e+20,6.714874154997941e+19,4.441427915053072e+19,5.0346661640413e+22,2.575664674469893e+18,3733953558816135.0,776829352858139.4,4.870313613659086e+21,5.0948675308748515e+22,6.715247550353816e+19,4.91472866963896e+21
7557966.528582686,3245453819150303.0,-233744.78999087276,5.996918829920472e+20,6.8689706263611335e+19,5.57212215525195e+19,5.035865970852061e+22,2.575664714270149e+18,3822019810380954.5,978111669558993.6,6.224017992883074e+21,5.096092725622682e+22,6.869352828342154e+19,6.279740192547282e+21
8067825.382811473,3233714155757147.5,-2163875.1457834574,5.998312766067942e+20,7.025643834302319e+19,6.8959448045527065e+19,5.036523626590798e+22,2.575664736219069e+18,3911690990934439.0,1214993130541278.8,7.851077153990034e+21,5.096764320725108e+22,7.02603500340142e+19,7.920037817028702e+21
8679656.007886017,3227894967747520.5,-15610096.545294546,5.99900237309472e+20,7.18910540417792e+19,8.444233732712784e+19,5.03684877621519e+22,2.5756647470988477e+18,4005329962142559.0,1493495418002282.5,9.805375259585039e+21,5.09709636642084e+22,7.189505937174132e+19,9.889819090407593e+21
9413852.75797547,3225318399830834.0,-89681090.86628132,5.999307473867516e+20,7.362768472102094e+19,1.0253590137092573e+20,5.036992668163738e+22,2.575664751916097e+18,4104858835046096.5,1820699282369417.8,1.2151867399120156e+22,5.097243309377608e+22,7.3631789579855815e+19,1.2254405121190388e+22
10294888.858082814,3224306173070712.0,-418774836.4056968,5.99942732370349e+20,7.549454866198317e+19,1.2366665201829654e+20,5.037049293604686e+22,2.5756647538085955e+18,4211874329522970.0,2204915028745462.5,1.4968749954580643e+22,5.097301133317105e+22,7.549876053631273e+19,1.5092418811514015e+22
11352132.178211626,3223955624332953.5,-1620009699.0665255,5.999468860732144e+20,7.751609531909276e+19,1.483306235830723e+20,5.037069046568323e+22,2.5756647544639954e+18,4327766928428040.0,2655880565880855.0,1.8350042284553685e+22,5.097321301651105e+22,7.752042308602112e+19,1.8498375564017321e+22
12620824.1623662,3223849151445874.0,-5284881278.516513,5.999481519055805e+20,7.971520033197397e+19,1.7710412709062328e+20,5.037075214919059e+22,2.57566475466306e+18,4453842918485171.5,3184998687954589.0,2.2408687121382704e+22,5.097327596585094e+22,7.971965417489257e+19,2.2585794433472017e+22
14143254.54335169,3223820767856043.5,-14782717679.649519,5.999484942653522e+20,8.211498956913538e+19,2.106568798051023e+20,5.037077052830731e+22,2.575664754716129e+18,4591426051289462.0,3805627164182598.0,2.7280289150548195e+22,5.097329468732734e+22,8.211958099518666e+19,2.7490949835980477e+22
15970171.000534277,3223813923692971.5,-36010530383.59047,5.999485823289075e+20,8.474015144273797e+19,2.4976829779517882e+20,5.0370777142060795e+22,2.5756647547289216e+18,4741931024547257.0,4533438715871279.0,3.3127621351880455e+22,5.097330138914437e+22,8.47448933737623e+19,3.3377394183114397e+22
18162470.749153383,3223812162197747.5,-77511485582.70213,5.999486109650256e+20,8.761786505660216e+19,2.953481591246474e+20,5.037078119349615e+22,2.5756647547322184e+18,4906915838762028.0,5386876780915494.0,4.0146046446167524e+22,5.0973305469215885e+22,8.76227719724409e+19,4.044139999216903e+22
20793230.44749631,3223811389781984.5,-149420991180.5954,5.999486286083336e+20,9.07785605432154e+19,3.484637692534257e+20,5.03707849922445e+22,2.57566475473366e+18,5088125045844440.0,6387751630466131.0,4.857002843532908e+22,5.0973309285607475e+22,9.078364866826138e+19,4.891849859233415e+22
23950142.08550782,3223810748182038.5,-261170615332.11688,5.999486455963482e+20,9.425672050146699e+19,4.103776244841823e+20,5.037078905751122e+22,2.5756647547348644e+18,5287535582927345.0,7562058622742399.0,5.8680944882697806e+22,5.097331336786221e+22,9.426200803704988e+19,5.909133006924065e+22
24000000.0,3223810736993843.5,-262942363339.59323,5.999486458637602e+20,9.431181791145535e+19,4.113621920270164e+20,5.037078912175474e+22,2.5756647547348833e+18,5290694529828972.0,7580734954049164.0,5.884062226440169e+22,5.097331343237338e+22,9.431710860598516e+19,5.925199203716353e+22
